seconds, accX, accY, accZ, temp
9,0.02,0.98,0.09,43.76
9,-0.02,1.02,0.09,43.76
9,-0.03,1.01,0.09,41.84
9,-0.03,1.01,0.08,41.07
9,0.00,0.98,0.08,41.07
9,0.02,0.98,0.08,45.84
9,0.02,0.95,0.09,35.46
9,-0.01,1.01,0.09,35.47
9,-0.04,1.03,0.09,43.30
9,-0.04,0.99,0.09,48.18
9,-0.01,0.99,0.09,43.43
9,0.03,0.98,0.10,43.43
9,0.06,1.01,0.10,43.18
10,-0.03,1.02,0.08,42.16
20,0.00,1.00,0.08,43.00
20,-0.00,1.00,0.08,42.94
20,-0.00,1.00,0.07,36.67
20,-0.00,1.00,0.08,43.90
20,-0.00,1.00,0.08,43.55
20,0.00,1.00,0.08,43.55
20,0.00,1.00,0.09,40.79
20,0.00,1.00,0.08,40.86
20,0.00,1.00,0.08,40.86
20,0.00,1.00,0.08,43.69
20,0.00,1.06,0.07,42.33
20,0.00,1.00,0.07,42.93
20,0.00,1.00,0.08,45.28
20,0.00,1.00,0.09,41.56
20,0.00,1.00,0.09,41.27
20,0.00,1.00,0.07,41.27
20,0.00,1.01,0.07,41.22
20,0.00,1.01,0.08,41.34
20,-0.00,1.00,0.08,41.34
20,-0.00,1.00,0.08,43.28
20,-0.00,1.00,0.07,39.33
20,0.01,1.00,0.07,39.33
20,0.00,1.01,0.09,37.68
20,0.00,1.00,0.08,39.61
20,0.00,1.00,0.08,42.18
20,-0.00,1.00,0.08,42.18
20,-0.00,1.01,0.08,40.06
20,0.00,1.01,0.09,39.55
20,-0.00,1.00,0.09,39.55
20,-0.00,1.01,0.08,39.20
20,-0.00,1.01,0.08,43.87
20,-0.01,1.00,0.08,43.87
20,-0.00,1.01,0.08,42.65
20,-0.00,1.00,0.08,39.18
20,0.01,1.00,0.08,39.36
20,-0.00,1.01,0.07,45.63
20,-0.00,1.00,0.08,43.31
20,-0.00,1.00,0.08,38.73
20,-0.00,1.00,0.08,38.73
20,-0.00,1.00,0.07,41.71
20,-0.00,1.00,0.09,46.00
20,-0.01,0.99,0.09,46.00
20,0.00,1.00,0.08,39.40
20,0.00,1.00,0.08,43.85
20,-0.01,1.00,0.08,43.95
20,0.00,1.00,0.07,40.04
20,0.00,1.06,0.08,36.15
20,-0.00,1.00,0.08,39.56
20,-0.00,1.00,0.08,39.56
20,-0.00,1.00,0.09,38.60
20,0.00,1.00,0.08,41.39
20,0.00,1.00,0.08,41.39
20,0.01,1.00,0.07,46.51
20,0.01,1.00,0.08,43.14
20,-0.01,1.00,0.08,43.14
20,-0.00,1.01,0.08,37.16
20,-0.00,1.06,0.08,43.79
20,-0.00,0.99,0.08,43.60
20,-0.01,1.00,0.08,42.04
20,-0.01,1.00,0.08,40.45
20,-0.01,1.00,0.08,37.84
20,-0.01,1.00,0.08,37.84
20,-0.01,1.00,0.08,43.27
20,-0.01,1.00,0.08,42.75
20,-0.00,0.99,0.08,42.75
20,-0.01,1.01,0.09,38.39
20,-0.01,1.01,0.09,42.26
20,0.00,1.01,0.09,42.97
20,0.01,1.00,0.08,40.62
20,0.01,1.00,0.08,43.00
20,0.00,1.00,0.08,41.38
20,-0.00,1.01,0.08,41.38
20,-0.06,1.01,0.07,40.21
20,0.00,1.01,0.08,41.97
20,-0.01,1.00,0.08,41.97
21,-0.01,0.99,0.08,40.87
21,-0.00,0.99,0.08,40.92
21,0.00,1.00,0.07,39.35
21,0.00,0.94,0.08,42.07
21,-0.01,1.00,0.08,43.27
21,0.01,1.00,0.07,43.27
21,0.01,1.01,0.08,39.01
21,0.00,1.01,0.08,42.56
21,-0.01,1.00,0.08,42.56
21,-0.06,1.00,0.08,39.57
21,0.00,1.00,0.08,39.40
21,0.00,1.00,0.08,39.40
21,-0.00,1.00,0.08,36.87
21,-0.00,1.01,0.08,39.23
21,-0.01,1.01,0.08,39.38
21,0.00,1.01,0.07,41.73
21,0.00,0.99,0.08,41.67
21,-0.00,0.99,0.08,43.21
21,0.01,0.99,0.08,43.21
21,0.00,1.00,0.08,40.27
21,0.00,1.00,0.07,41.25
21,-0.01,1.00,0.07,41.25
21,-0.01,1.00,0.09,39.89
21,-0.01,1.00,0.07,40.42
21,0.00,1.00,0.07,39.91
21,0.00,1.00,0.08,44.61
21,0.00,1.00,0.08,43.21
21,0.00,1.00,0.08,40.27
21,-0.00,1.00,0.08,40.27
21,-0.00,1.00,0.08,41.05
21,0.01,1.00,0.07,40.39
21,-0.01,1.00,0.07,40.39
21,-0.00,0.99,0.08,41.37
21,-0.00,0.99,0.07,41.74
21,0.00,1.00,0.07,41.74
21,0.00,0.99,0.07,38.76
21,0.00,0.99,0.08,40.19
21,-0.00,0.99,0.08,40.17
21,-0.01,1.00,0.07,44.08
21,-0.01,1.00,0.08,45.58
21,-0.00,1.00,0.08,38.02
21,-0.00,1.00,0.08,38.02
21,-0.01,1.00,0.08,41.94
21,-0.01,1.00,0.08,43.23
21,0.00,0.99,0.08,43.23
21,-0.01,1.00,0.08,36.71
21,-0.01,1.00,0.08,38.07
21,-0.00,1.00,0.08,37.73
21,0.00,1.00,0.09,36.16
21,0.00,1.00,0.07,39.19
21,-0.00,1.00,0.07,39.66
21,0.00,1.00,0.08,39.66
21,0.06,1.00,0.08,41.56
21,-0.00,1.00,0.07,36.05
21,0.01,1.01,0.07,36.05
21,0.00,1.00,0.08,42.86
21,0.00,1.00,0.08,39.35
21,-0.00,1.00,0.08,39.35
21,-0.00,1.00,0.09,40.94
21,-0.00,1.06,0.07,41.92
21,0.01,1.00,0.07,40.36
21,0.00,1.00,0.08,40.36
21,0.00,1.00,0.08,44.33
21,0.00,1.00,0.08,44.96
21,-0.00,1.00,0.08,44.96
21,-0.00,1.01,0.08,40.21
21,-0.00,1.01,0.08,41.05
21,0.01,1.00,0.08,41.05
21,-0.00,0.99,0.08,40.82
21,-0.00,0.94,0.07,41.10
21,-0.00,1.00,0.07,40.87
21,0.00,1.01,0.08,44.01
21,0.00,1.00,0.08,44.10
21,0.00,1.00,0.08,37.78
21,-0.00,1.01,0.08,37.78
21,-0.01,1.00,0.08,38.88
21,-0.01,1.00,0.08,40.88
21,-0.00,1.00,0.08,40.88
21,-0.00,1.00,0.08,39.98
21,-0.00,1.00,0.09,42.99
21,0.01,1.00,0.09,42.81
21,-0.01,1.00,0.08,40.46
21,-0.01,1.06,0.08,39.14
21,-0.00,0.99,0.08,35.91
21,0.00,1.00,0.07,35.91
21,0.00,0.99,0.08,40.71
21,0.01,0.99,0.08,41.18
21,-0.01,1.00,0.08,41.18
21,-0.00,1.00,0.08,41.20
21,-0.00,1.00,0.08,37.96
21,0.01,1.01,0.08,37.96
21,-0.00,1.00,0.08,39.17
21,-0.00,0.99,0.08,37.33
21,-0.01,0.99,0.08,37.51
21,-0.00,1.00,0.07,35.16
21,-0.00,1.00,0.08,40.06
21,-0.00,1.00,0.08,37.28
21,0.01,1.01,0.09,37.28
21,0.00,1.00,0.08,45.48
21,0.00,1.00,0.08,43.38
21,-0.00,1.00,0.08,43.38
21,0.00,1.00,0.07,43.71
21,0.00,1.00,0.09,39.09
21,-0.00,1.00,0.09,39.05
21,-0.01,1.00,0.08,40.62
21,-0.01,1.01,0.07,44.05
21,-0.01,1.01,0.07,41.56
21,-0.00,1.00,0.07,41.56
21,-0.06,1.01,0.08,44.01
21,0.00,1.01,0.08,43.47
21,-0.00,1.00,0.08,43.47
21,-0.00,1.00,0.08,40.98
21,-0.00,1.00,0.09,38.63
21,-0.01,0.99,0.09,38.64
21,-0.01,1.00,0.07,40.21
21,-0.01,1.06,0.08,44.29
21,0.00,1.00,0.08,39.31
21,-0.01,1.01,0.08,39.31
21,-0.01,0.99,0.08,39.31
21,-0.00,0.99,0.08,37.60
21,0.00,1.01,0.08,37.60
21,0.00,1.00,0.08,40.13
21,0.00,1.00,0.09,38.45
21,-0.00,1.00,0.09,38.45
21,-0.00,1.00,0.08,39.90
21,-0.00,0.95,0.09,39.76
21,-0.01,1.01,0.09,39.49
21,-0.01,1.01,0.09,43.40
21,-0.01,1.00,0.08,39.35
21,0.01,1.00,0.08,39.12
21,-0.01,1.00,0.08,39.12
21,-0.06,1.00,0.08,44.52
21,0.01,1.00,0.07,43.75
21,0.01,1.00,0.07,43.75
21,-0.00,1.00,0.08,44.07
21,-0.00,1.00,0.08,40.33
21,-0.00,1.00,0.08,39.92
21,-0.00,1.01,0.08,40.70
21,-0.00,1.00,0.07,41.44
21,0.00,1.00,0.07,42.21
21,0.00,1.00,0.08,42.21
21,0.00,1.00,0.08,40.17
21,-0.00,1.00,0.08,39.65
21,-0.00,1.00,0.08,39.65
21,-0.00,1.00,0.08,38.25
21,-0.00,1.00,0.08,36.14
21,0.01,1.00,0.08,36.14
21,0.00,0.99,0.08,39.42
21,0.00,0.94,0.08,41.09
21,-0.00,1.00,0.08,40.72
21,-0.00,1.00,0.09,43.86
21,-0.00,1.01,0.08,41.03
21,0.00,1.01,0.08,42.75
21,-0.01,1.00,0.08,42.75
21,-0.00,0.99,0.08,41.72
21,-0.00,0.99,0.09,40.31
21,0.00,1.00,0.09,40.31
21,0.00,0.99,0.08,39.03
21,0.00,0.94,0.08,40.55
21,0.00,1.00,0.08,40.02
21,0.00,1.00,0.08,40.80
21,0.00,1.01,0.08,39.14
21,-0.00,1.01,0.08,44.42
21,-0.00,1.01,0.08,44.42
21,-0.00,1.00,0.08,41.58
21,-0.00,1.00,0.07,42.89
21,0.01,1.01,0.07,42.89
21,-0.00,1.00,0.07,38.92
21,-0.00,1.00,0.08,37.65
21,-0.00,1.00,0.08,38.14
21,0.00,1.00,0.08,40.49
21,0.00,0.94,0.08,39.50
21,-0.01,1.01,0.08,39.59
21,0.00,1.00,0.08,39.59
21,0.00,1.00,0.08,41.25
21,-0.00,1.00,0.08,45.63
21,0.01,1.01,0.08,45.63
21,0.05,1.00,0.08,40.43
21,-0.01,1.00,0.08,37.90
21,-0.00,1.00,0.08,37.90
21,0.00,1.00,0.08,37.68
21,0.00,1.06,0.07,45.27
21,-0.00,0.99,0.07,45.10
21,0.00,1.01,0.08,47.45
21,0.00,1.00,0.08,42.00
21,-0.01,1.00,0.08,39.16
21,-0.01,1.00,0.07,39.16
21,-0.06,1.00,0.09,39.42
21,0.00,1.00,0.08,41.80
21,-0.01,1.00,0.08,41.80
21,0.00,1.01,0.08,37.19
21,0.00,1.01,0.08,38.41
21,-0.00,1.00,0.08,38.34
21,-0.00,1.00,0.08,39.90
21,-0.00,1.06,0.08,39.31
21,-0.01,1.00,0.08,43.26
21,-0.00,1.00,0.08,43.26
21,-0.00,1.01,0.08,39.62
21,0.00,1.01,0.08,45.67
21,-0.00,1.00,0.08,45.67
21,-0.01,1.00,0.07,38.40
21,-0.01,1.00,0.08,38.01
21,0.00,1.00,0.08,38.01
21,-0.00,1.00,0.08,41.44
21,-0.00,1.01,0.08,42.10
21,0.00,1.01,0.08,41.91
21,-0.00,0.99,0.09,36.43
21,-0.00,1.00,0.08,39.07
21,0.00,1.00,0.08,45.05
21,0.00,1.00,0.08,45.05
21,0.00,1.00,0.07,43.45
21,0.00,1.00,0.08,44.60
21,0.00,0.99,0.08,44.60
21,-0.00,1.00,0.08,40.24
21,-0.00,0.94,0.08,39.86
21,0.01,1.00,0.08,39.84
21,-0.01,1.00,0.08,41.41
21,-0.01,1.01,0.07,41.57
21,-0.00,1.01,0.07,47.24
21,0.00,1.01,0.08,47.24
21,0.00,1.00,0.08,48.16
21,0.00,1.00,0.08,46.29
21,-0.00,1.00,0.08,46.29
21,0.00,1.00,0.08,41.13
21,0.00,1.00,0.09,39.36
21,0.00,1.00,0.09,39.36
21,0.01,1.01,0.07,41.81
21,0.01,1.00,0.08,41.96
21,-0.00,1.00,0.08,42.15
21,-0.00,1.00,0.08,42.15
21,-0.00,1.00,0.08,40.61
21,-0.00,1.00,0.08,44.18
21,0.01,1.01,0.08,44.18
22,-0.01,1.00,0.08,42.88
22,-0.01,1.00,0.08,42.88
22,0.00,1.00,0.08,41.12
22,0.00,1.00,0.08,40.89
22,-0.01,1.00,0.08,40.89
22,-0.00,1.01,0.08,43.94
22,-0.00,1.01,0.08,37.48
22,0.00,1.01,0.08,37.46
22,0.00,1.00,0.07,40.60
22,0.00,1.00,0.07,43.38
22,0.00,1.00,0.07,42.81
22,-0.01,1.01,0.08,42.81
22,-0.00,1.00,0.08,39.59
22,-0.00,1.00,0.07,39.87
22,0.00,1.00,0.07,39.87
22,0.00,1.00,0.07,41.93
22,0.00,1.00,0.07,42.47
22,-0.00,1.00,0.07,42.77
22,-0.00,1.00,0.08,42.77
22,-0.00,1.00,0.09,47.25
22,0.01,1.00,0.09,40.75
22,-0.00,1.00,0.08,40.75
22,-0.01,1.00,0.08,37.04
22,-0.01,1.00,0.07,39.06
22,-0.00,1.00,0.07,39.06
22,0.00,1.00,0.08,41.18
22,0.00,1.00,0.08,42.48
22,-0.00,1.00,0.08,42.48
22,0.00,1.00,0.08,42.53
22,0.00,1.00,0.08,42.37
22,0.00,1.00,0.08,42.22
22,0.01,1.00,0.09,42.22
22,0.01,0.99,0.09,38.99
22,0.01,0.99,0.07,39.25
22,-0.00,1.00,0.07,39.25
22,-0.06,1.00,0.08,40.68
22,0.00,1.00,0.07,42.25
22,-0.00,1.00,0.07,42.25
22,0.00,0.99,0.07,44.87
22,0.00,0.99,0.07,38.09
22,0.00,0.99,0.07,37.63
22,-0.00,0.99,0.08,39.19
22,-0.00,1.00,0.08,41.51
22,-0.01,1.00,0.08,40.84
22,-0.00,1.00,0.08,40.84
22,-0.06,1.00,0.08,35.98
22,0.00,1.00,0.08,38.39
22,0.00,0.99,0.08,38.39
22,-0.00,1.00,0.08,39.46
22,-0.00,1.00,0.08,38.24
22,-0.01,1.01,0.08,37.97
22,-0.00,1.00,0.08,41.10
22,-0.00,1.06,0.08,46.35
22,-0.00,0.99,0.08,40.59
22,-0.00,1.01,0.07,40.59
22,-0.00,1.00,0.09,38.97
22,-0.00,1.00,0.09,40.30
22,0.00,1.00,0.09,40.30
22,-0.01,1.00,0.09,39.13
22,-0.01,1.00,0.07,42.26
22,-0.01,1.00,0.07,42.26
22,-0.00,1.00,0.08,42.15
22,-0.00,0.94,0.08,43.52
22,0.00,1.00,0.08,43.71
22,-0.00,1.01,0.07,43.71
22,-0.00,1.00,0.08,40.51
22,-0.01,1.00,0.08,42.32
22,0.01,1.01,0.09,42.32
22,0.04,1.01,0.10,44.38
22,0.04,1.01,0.11,42.66
22,0.06,1.01,0.11,42.66
22,0.07,1.01,0.10,40.38
22,0.07,1.00,0.10,42.55
22,0.03,1.00,0.10,42.39
22,0.03,1.00,0.09,39.26
22,0.03,0.97,0.07,43.89
22,-0.02,0.97,0.07,39.79
22,-0.03,1.00,0.07,39.79
22,-0.02,1.00,0.06,43.40
22,-0.02,1.00,0.04,40.77
22,-0.02,1.01,0.04,40.77
22,-0.02,1.00,0.05,41.23
22,-0.02,1.00,0.05,37.66
22,-0.05,0.98,0.05,37.59
22,-0.04,1.00,0.06,41.50
22,-0.04,1.01,0.06,40.43
22,-0.02,1.01,0.06,39.12
22,-0.03,1.00,0.08,39.12
22,-0.03,1.01,0.09,38.48
22,-0.02,1.01,0.08,41.59
22,-0.02,1.01,0.08,41.59
22,-0.06,1.01,0.09,46.14
22,0.00,1.01,0.08,37.45
22,0.00,1.00,0.08,37.45
22,-0.00,1.01,0.08,40.61
22,-0.00,1.06,0.06,40.98
22,0.01,1.00,0.06,40.90
22,-0.01,0.98,0.06,40.12
22,-0.01,1.00,0.07,39.01
22,0.00,1.00,0.07,40.13
22,0.00,1.00,0.08,40.13
22,0.00,1.00,0.08,41.34
22,0.00,1.00,0.09,39.77
22,-0.01,1.01,0.09,39.77
22,-0.01,1.01,0.07,35.71
22,-0.01,1.01,0.08,41.98
22,-0.01,1.00,0.08,41.83
22,-0.02,1.01,0.09,41.83
22,-0.02,1.00,0.08,39.93
22,0.01,1.00,0.08,39.74
22,-0.00,0.99,0.07,39.74
22,-0.00,0.99,0.08,41.33
22,-0.01,0.99,0.07,38.68
22,0.01,0.99,0.07,38.68
22,0.01,1.01,0.09,42.87
22,0.01,1.01,0.08,39.58
22,0.00,1.01,0.08,39.58
22,-0.00,1.01,0.09,43.13
22,-0.00,1.00,0.10,42.03
22,-0.00,1.00,0.10,42.15
22,-0.01,1.00,0.10,36.67
22,-0.01,1.01,0.09,46.73
22,-0.01,1.01,0.09,40.87
22,-0.00,1.00,0.07,40.87
22,-0.00,0.99,0.07,39.71
22,-0.00,0.99,0.07,42.94
22,-0.00,1.00,0.07,42.94
22,0.00,1.00,0.06,38.53
22,0.00,1.00,0.07,39.04
22,0.01,1.00,0.07,38.79
22,0.01,1.00,0.07,39.58
22,0.01,1.01,0.08,50.81
22,0.00,1.01,0.08,43.33
22,-0.00,0.99,0.09,43.33
22,-0.06,1.00,0.09,42.63
22,0.00,1.00,0.09,43.22
22,-0.01,1.00,0.09,43.22
22,-0.00,1.00,0.08,39.61
22,-0.00,1.00,0.07,42.53
22,0.00,0.99,0.07,42.53
22,0.01,1.00,0.07,42.37
22,0.01,1.00,0.07,39.17
22,-0.01,1.00,0.07,42.09
22,-0.01,1.00,0.08,42.09
22,-0.01,1.00,0.08,38.28
22,-0.02,1.00,0.07,41.59
22,-0.02,1.00,0.07,41.59
22,-0.04,1.01,0.09,40.23
22,-0.04,1.01,0.08,39.29
22,-0.04,1.00,0.08,39.29
22,-0.02,1.01,0.07,36.81
22,-0.02,1.04,0.04,37.43
22,-0.00,0.98,0.04,37.44
22,0.03,0.98,0.03,39.79
22,0.03,0.98,0.05,37.31
22,0.03,0.98,0.05,41.85
22,0.04,1.00,0.08,41.85
22,0.04,1.02,0.10,39.30
22,0.04,1.02,0.06,42.67
22,0.03,1.02,0.13,42.67
22,0.01,1.02,0.13,43.33
22,0.01,1.02,0.12,42.03
22,-0.02,1.02,0.12,42.10
22,-0.04,1.02,0.10,41.31
22,-0.04,1.00,0.06,41.96
22,-0.04,1.00,0.06,38.28
22,-0.01,0.99,0.04,38.28
22,-0.01,0.98,0.04,44.49
22,-0.00,0.98,0.04,42.00
22,0.02,0.98,0.04,42.00
22,0.02,0.99,0.05,36.02
22,0.02,0.99,0.08,37.61
22,0.03,1.00,0.08,37.61
22,0.01,1.01,0.10,38.70
22,0.01,1.01,0.12,44.10
22,-0.01,1.01,0.12,43.86
22,-0.03,1.02,0.12,37.59
22,-0.03,1.02,0.11,40.71
22,-0.03,1.02,0.11,37.78
22,-0.02,1.01,0.09,37.78
22,-0.01,1.00,0.07,42.60
22,-0.01,1.00,0.12,40.18
22,0.01,0.99,0.05,40.18
22,0.02,0.98,0.05,38.30
22,0.02,1.00,0.05,42.47
22,0.03,1.00,0.05,42.61
22,0.01,0.99,0.05,41.83
22,0.01,1.00,0.08,42.54
22,-0.01,1.00,0.08,42.18
22,-0.02,1.00,0.10,42.18
22,-0.03,1.01,0.11,40.54
22,-0.03,1.01,0.11,41.63
22,-0.02,1.02,0.11,41.63
22,-0.01,1.02,0.11,38.99
22,-0.01,1.02,0.08,45.58
22,0.00,1.00,0.08,45.58
22,0.01,0.99,0.07,41.75
22,0.01,1.00,0.06,44.75
22,0.02,1.00,0.06,40.49
22,0.02,0.99,0.06,40.49
22,0.02,0.99,0.05,39.43
22,0.00,0.99,0.06,41.32
22,-0.00,1.00,0.06,41.32
22,-0.02,1.00,0.09,39.63
22,-0.02,1.00,0.09,41.47
22,-0.02,1.02,0.09,41.47
22,-0.01,1.02,0.10,40.68
22,-0.01,1.01,0.10,37.97
22,0.00,1.01,0.10,37.75
22,0.01,1.00,0.09,44.02
22,0.01,1.00,0.08,42.12
22,0.01,1.00,0.08,37.37
22,0.01,1.00,0.07,37.37
22,0.01,0.99,0.06,38.98
22,0.01,0.99,0.05,39.87
22,-0.00,0.99,0.05,39.87
22,-0.02,0.99,0.06,43.83
22,-0.02,0.99,0.08,44.59
22,-0.02,1.00,0.08,45.26
22,-0.02,1.00,0.08,43.69
22,-0.02,1.01,0.09,41.25
22,-0.00,1.01,0.09,46.56
22,0.01,1.01,0.10,46.56
22,0.01,1.00,0.10,41.71
22,0.01,1.00,0.09,42.22
22,0.01,1.00,0.09,42.22
22,0.01,1.00,0.08,40.37
22,0.01,1.00,0.07,39.47
22,-0.01,1.00,0.07,39.47
22,-0.02,1.00,0.06,40.27
22,-0.02,0.99,0.06,40.38
22,-0.01,0.99,0.06,40.20
22,-0.01,0.99,0.08,39.42
23,-0.00,1.00,0.09,41.62
23,-0.00,1.00,0.07,41.62
23,-0.00,1.00,0.06,41.25
23,-0.00,1.00,0.12,42.25
23,-0.01,1.00,0.06,42.25
23,-0.00,1.00,0.06,41.88
23,-0.00,1.00,0.07,43.62
23,0.00,0.99,0.07,43.62
23,0.01,1.00,0.08,39.03
23,0.01,0.94,0.09,44.25
23,0.01,1.00,0.09,44.40
23,0.00,1.00,0.09,45.97
23,0.00,1.01,0.10,38.07
23,-0.01,1.01,0.10,41.93
23,-0.01,1.00,0.09,41.93
23,-0.01,1.00,0.09,40.06
23,-0.01,1.00,0.08,41.20
23,-0.01,1.00,0.08,41.20
23,-0.01,0.99,0.06,40.24
23,-0.01,0.99,0.07,40.20
23,-0.00,0.99,0.07,40.35
23,0.01,1.00,0.06,43.49
23,0.01,0.99,0.07,45.66
23,0.01,0.99,0.07,41.03
23,0.01,1.00,0.09,41.03
23,0.00,1.00,0.08,40.36
23,0.00,1.00,0.09,42.49
23,-0.00,1.01,0.09,42.49
23,-0.01,1.00,0.09,39.70
23,-0.01,1.00,0.09,40.46
23,-0.01,1.00,0.09,40.46
23,-0.01,1.00,0.09,44.58
23,-0.01,0.99,0.08,41.75
23,-0.01,0.99,0.08,38.14
23,0.01,1.00,0.06,38.14
23,0.01,1.00,0.06,39.95
23,0.00,1.00,0.01,42.56
23,0.00,1.00,0.07,42.56
23,0.00,1.00,0.08,41.65
23,0.00,1.00,0.08,38.67
23,-0.00,1.00,0.08,38.67
23,-0.00,1.00,0.09,36.44
23,-0.00,1.01,0.10,43.46
23,-0.01,1.01,0.10,43.34
23,-0.00,1.01,0.08,38.64
23,-0.00,0.99,0.08,39.51
23,-0.00,0.99,0.08,42.94
23,-0.01,1.00,0.07,42.94
23,-0.06,1.00,0.07,37.73
23,0.00,1.00,0.07,46.81
23,0.00,1.00,0.07,46.81
23,0.01,1.01,0.07,41.92
23,0.01,1.01,0.07,39.65
23,0.00,1.00,0.07,39.14
23,-0.01,0.99,0.08,43.05
23,-0.01,0.94,0.08,42.08
23,-0.01,1.00,0.08,46.38
23,-0.01,1.01,0.09,46.38
23,-0.01,1.01,0.09,39.36
23,-0.01,1.01,0.08,41.87
23,-0.00,1.00,0.08,41.87
23,0.01,1.00,0.08,41.59
23,0.01,1.00,0.07,40.17
23,0.01,1.00,0.07,40.17
23,-0.01,1.00,0.08,38.36
23,-0.01,1.00,0.07,46.29
23,0.00,1.00,0.07,46.29
23,-0.01,0.99,0.08,46.29
23,-0.01,1.00,0.08,40.35
23,0.00,1.00,0.08,37.96
23,-0.02,1.00,0.09,37.96
23,-0.06,1.00,0.08,43.11
23,0.00,1.00,0.09,41.65
23,0.00,1.00,0.09,41.65
23,-0.00,1.00,0.09,41.82
23,-0.00,1.00,0.07,34.55
23,0.01,1.00,0.07,35.18
