seconds, accX, accY, accZ, temp
10,-0.19,0.28,-0.16,40.23
10,-0.01,0.17,-0.16,40.23
10,0.16,0.14,0.11,37.43
10,0.16,0.13,0.31,39.58
10,0.25,0.13,0.31,39.74
10,0.20,0.09,0.42,38.17
10,0.20,0.01,0.48,39.08
10,0.07,0.01,0.48,41.06
10,-0.06,-0.13,0.52,41.06
10,-0.05,-0.37,0.56,41.69
10,-0.11,-0.37,0.62,41.71
10,-0.01,-0.58,0.62,41.71
10,0.16,-0.75,0.72,43.00
10,0.16,-0.81,0.78,40.41
10,0.26,-0.93,0.78,40.63
10,0.31,-1.09,0.77,39.06
10,0.31,-1.10,0.76,40.07
10,0.43,-1.10,0.76,40.55
10,0.57,-0.99,0.72,40.55
10,0.59,-0.69,0.67,38.53
10,0.72,-0.69,0.65,37.86
10,0.66,-0.11,0.71,37.86
10,0.83,0.23,0.52,41.32
10,0.83,0.23,0.40,40.32
10,0.86,0.60,0.40,40.65
10,0.85,1.08,0.19,38.30
10,0.85,1.07,0.06,39.95
10,1.00,1.63,0.06,37.48
10,1.05,2.30,-0.05,37.48
10,1.05,2.89,-0.21,38.56
10,0.96,2.89,-0.21,43.64
10,0.71,3.24,0.23,43.64
10,0.73,3.94,-0.58,40.26
10,0.42,3.94,-0.73,40.38
10,0.00,3.89,-0.73,40.38
10,-0.39,3.70,-1.08,38.86
10,-0.39,3.73,-1.45,40.73
10,-0.62,3.48,-1.45,40.83
10,-1.10,3.08,-1.55,40.83
10,-1.10,2.65,-1.69,39.34
10,-1.27,2.65,-1.69,39.20
10,-1.58,2.47,-1.59,39.20
10,-1.59,2.27,-1.48,39.34
10,-1.90,2.27,-1.49,39.01
10,-2.06,2.05,-1.36,39.01
10,-2.02,1.69,-1.21,39.70
10,-2.02,1.69,-1.14,40.67
10,-1.87,1.25,-1.14,41.29
10,-1.67,0.90,-1.10,41.29
10,-1.67,0.93,-0.93,40.97
10,-1.32,0.37,-0.93,37.68
10,-1.09,0.07,-0.74,37.68
10,-1.09,-0.27,-0.55,39.37
10,-0.82,-0.27,-0.51,38.66
10,-0.53,-0.48,-0.32,38.66
10,-0.25,-0.54,-0.09,40.54
10,-0.25,-0.54,0.11,38.34
10,-0.02,-0.55,0.11,38.34
10,0.15,-0.48,0.29,38.48
10,0.15,-0.46,0.42,38.90
10,0.20,-0.40,0.42,39.05
10,0.32,-0.36,0.50,38.26
10,0.32,-0.35,0.59,40.09
10,0.47,-0.35,0.62,39.15
10,0.61,-0.40,0.69,39.15
10,0.58,-0.50,0.76,37.27
10,0.77,-0.50,0.78,40.85
10,0.93,-0.57,0.78,40.85
10,1.04,-0.60,0.77,40.39
10,1.04,-0.58,0.76,41.41
10,1.11,-0.39,0.76,41.10
10,1.22,-0.09,0.70,40.32
10,1.22,0.22,0.52,40.72
10,1.36,0.22,0.52,40.60
10,1.10,0.78,0.40,40.60
10,1.09,1.28,0.10,41.82
10,1.09,1.28,0.12,41.19
10,1.22,1.93,0.12,41.19
10,1.15,2.58,0.00,41.10
10,1.15,2.58,-0.09,39.52
10,1.00,3.10,-0.09,39.22
10,0.70,3.45,-0.23,39.22
10,0.70,3.50,-0.41,38.95
10,0.31,3.69,-0.41,43.54
10,-0.05,3.75,-0.59,43.54
10,-0.05,3.59,-0.79,39.77
10,-0.42,3.59,-0.80,39.99
10,-0.78,3.27,-0.99,39.99
10,-0.81,2.87,-1.15,38.85
10,-1.12,2.87,-1.23,43.28
10,-1.36,2.45,-1.23,43.28
10,-1.52,2.08,-1.19,40.12
10,-1.52,2.09,-1.27,40.34
10,-1.70,1.84,-1.27,40.05
10,-1.88,1.75,-1.18,39.26
10,-1.88,1.19,-1.13,38.64
10,-1.65,1.19,-1.13,39.75
10,-1.46,0.90,-1.02,39.75
10,-1.49,0.52,-0.88,37.57
10,-1.18,0.52,-0.93,38.89
10,-0.90,0.21,-0.68,38.89
10,-0.70,-0.08,-0.46,43.84
10,-0.70,-0.08,-0.26,40.55
10,-0.46,-0.24,-0.26,40.17
10,-0.25,-0.35,-0.06,39.39
10,-0.25,-0.39,0.13,39.90
10,-0.04,-0.39,0.13,38.22
10,0.15,-0.35,0.33,38.22
10,0.14,-0.32,0.47,39.92
10,0.26,-0.32,0.47,38.19
10,0.38,-0.29,0.60,38.19
10,0.43,-0.32,0.67,38.57
10,0.43,-0.32,0.74,38.98
10,0.48,-0.36,0.74,38.98
10,0.49,-0.45,0.75,39.20
11,0.81,0.60,0.25,41.30
11,0.88,1.09,0.12,38.16
11,0.88,1.65,0.12,39.81
11,1.11,1.65,0.12,44.53
11,1.10,2.14,0.04,44.53
11,1.12,2.63,-0.06,39.69
11,0.93,2.63,-0.24,39.75
11,0.69,2.93,-0.24,39.75
11,0.33,3.24,-0.38,38.88
11,0.33,3.20,-0.49,38.22
11,0.01,3.33,-0.49,37.81
11,-0.28,3.15,-0.66,41.73
11,-0.28,2.86,-0.79,38.47
11,-0.54,2.86,-0.79,37.53
11,-0.67,2.58,-0.80,37.53
11,-0.68,2.32,-0.72,37.53
11,-0.68,2.32,-0.69,39.05
11,-0.67,2.04,-0.38,39.05
11,-0.67,1.78,-0.60,39.76
11,-0.67,1.78,-0.57,42.56
11,-0.71,1.49,-0.57,42.74
11,-0.95,1.24,-0.36,41.95
11,-0.95,1.22,-0.47,39.16
11,-0.69,0.53,-0.47,39.21
11,-0.97,0.54,-0.43,39.21
11,-0.97,0.20,-0.34,39.07
11,-1.05,0.20,-0.34,38.14
11,-1.22,-0.17,-0.28,38.14
11,-1.23,-0.40,-0.23,37.42
11,-1.35,-0.40,-0.14,41.89
11,-1.37,-0.47,-0.14,41.89
11,-1.16,-0.41,-0.00,38.59
11,-1.16,-0.38,0.13,38.89
11,-0.73,-0.32,0.13,38.35
11,-0.31,-0.21,0.24,39.14
11,-0.31,-0.10,0.28,38.22
11,0.07,-0.10,0.28,42.26
11,0.45,0.02,0.32,42.26
11,0.48,0.12,0.38,39.71
11,0.73,0.12,0.44,38.47
11,0.87,0.16,0.44,38.47
11,0.90,0.21,0.47,38.78
11,0.90,0.24,0.43,39.69
11,0.83,0.31,0.43,39.67
11,0.90,0.47,0.29,42.81
11,0.90,0.73,0.09,39.26
11,0.80,0.73,0.09,38.34
11,0.60,1.31,0.03,38.34
11,0.59,1.87,-0.52,38.94
11,0.34,1.87,-0.52,39.43
11,0.28,2.46,-0.33,39.43
11,0.06,2.89,-0.44,40.11
11,0.06,2.89,-0.54,39.80
11,-0.26,3.24,-0.54,39.52
11,-0.64,3.41,-0.69,40.31
11,-0.64,3.41,-0.78,40.44
11,-0.93,3.41,-0.78,40.75
11,-1.10,3.30,-0.83,40.75
11,-1.10,3.06,-0.83,39.89
11,-1.17,3.06,-0.85,39.82
11,-1.01,2.69,-0.66,39.82
11,-1.01,2.20,-1.78,43.22
11,-1.01,2.20,-0.80,41.37
11,-0.51,1.80,-0.80,41.37
11,-0.31,1.46,-0.59,39.75
11,-0.31,1.44,-0.43,41.85
11,-0.17,1.06,-0.43,42.20
11,-0.10,0.73,-0.28,39.07
11,-0.10,0.40,-0.16,39.41
11,-0.15,0.40,-0.16,39.43
11,-0.23,0.16,-0.03,39.43
11,-0.20,-0.07,0.27,37.14
11,-0.32,-0.07,0.26,39.23
11,-0.47,0.02,-1.74,39.23
11,0.55,-0.92,0.46,39.57
11,0.55,-0.92,0.50,38.41
11,-0.35,-0.68,0.50,38.74
11,-0.30,-0.81,0.64,38.74
11,-0.30,-0.83,0.71,38.67
11,-0.19,-0.83,0.71,41.40
11,-0.04,-0.78,0.72,41.40
11,-0.03,-0.73,0.74,42.50
11,0.03,-0.73,0.73,39.72
11,0.09,-0.66,0.73,39.72
11,0.20,-0.54,0.47,38.83
11,0.20,-0.54,0.14,43.29
11,0.32,-0.43,0.14,43.29
11,0.46,-0.34,0.98,40.08
11,0.46,-0.35,0.43,39.95
11,0.60,-0.10,0.43,40.66
11,0.70,0.12,0.26,39.87
11,0.70,0.46,0.20,39.34
11,0.71,0.46,0.21,40.67
11,1.00,0.76,-0.04,40.67
11,0.98,1.65,-0.05,40.95
11,0.42,1.65,-0.20,40.39
11,0.77,2.01,-0.20,40.39
11,0.58,2.56,-0.25,39.39
11,0.58,2.52,-0.30,40.12
11,0.35,3.02,-0.30,39.98
11,0.14,3.31,-0.45,41.55
11,0.14,3.41,-0.61,40.08
11,-0.12,3.41,-0.61,39.77
11,-0.46,3.35,-0.96,39.77
11,-0.46,3.04,-0.85,38.88
11,-0.71,3.04,-0.87,40.58
11,-0.86,2.65,-0.87,40.58
11,-0.97,2.26,-0.83,36.91
11,-0.97,2.26,-0.82,40.02
11,-1.00,1.94,-0.82,40.00
11,-1.02,1.71,-0.77,39.22
11,-1.02,1.69,-0.95,38.94
11,-1.07,1.50,-0.95,40.12
11,-0.98,1.26,-0.47,40.12
11,-0.98,1.06,-0.56,39.75
11,-0.88,1.06,-0.53,41.96
11,-0.72,0.79,-0.46,41.96
11,-0.64,0.54,-0.20,40.97
11,-0.64,0.54,-2.76,41.07
11,-0.72,0.52,-2.76,41.07
11,-0.71,0.32,-0.14,39.31
11,-0.71,0.36,-0.07,39.84
11,-0.59,-0.01,-0.07,39.67
11,-0.56,-0.10,0.13,39.67
11,-0.56,-0.16,0.25,41.48
11,-0.53,-0.16,0.25,41.87
11,-0.46,-0.16,0.33,41.87
11,-0.50,-0.19,0.35,40.82
11,-0.37,-0.19,0.37,42.41
11,-0.28,-0.22,0.43,42.41
11,-0.15,-0.23,0.41,43.09
11,-0.15,-0.20,0.53,41.03
11,0.02,-0.27,0.53,41.13
11,0.13,-0.29,0.42,38.00
11,0.13,-0.38,0.42,38.47
11,0.26,-0.38,0.42,40.71
11,0.41,-0.44,0.49,40.71
11,0.38,-0.40,0.37,38.43
11,0.56,-0.40,0.35,38.97
11,0.68,-0.18,-0.21,38.97
11,0.84,0.05,0.28,39.63
11,0.84,0.05,0.23,40.43
11,0.73,0.56,0.23,40.05
11,1.40,0.83,0.02,41.62
11,1.40,0.84,-0.03,41.68
11,1.22,1.78,-0.03,40.70
11,1.07,2.23,-0.10,40.70
11,1.07,2.67,-0.22,40.50
11,0.86,2.67,-0.20,40.36
11,0.62,3.02,-0.70,40.36
11,0.58,3.18,-0.47,40.71
11,0.39,3.18,-0.57,37.46
11,0.07,3.19,-0.57,37.46
11,-0.23,3.06,-0.64,40.19
11,-0.23,3.02,-0.63,41.56
11,-0.42,2.90,-0.63,41.65
11,-0.60,2.64,-0.60,40.08
11,-0.60,2.33,-0.61,40.85
11,-0.71,2.33,-0.61,40.48
11,-0.82,2.02,-0.65,40.48
11,-0.83,1.79,-0.67,41.39
11,-0.96,1.79,-0.63,39.71
11,-1.01,1.62,-0.44,39.71
11,-1.21,1.55,-1.40,39.91
11,-1.21,1.55,-0.49,39.51
11,-0.99,1.24,-0.49,39.40
11,-0.87,1.01,-0.45,39.40
11,-0.87,1.06,-0.34,39.83
11,-0.74,0.74,-0.34,39.31
11,-0.79,0.67,-0.34,39.31
11,-0.79,-0.11,-0.39,38.61
11,-0.29,-0.11,-0.40,40.53
11,-0.58,0.13,-0.03,40.53
11,-0.50,-0.05,0.10,40.74
11,-0.50,-0.05,0.21,39.95
11,-0.43,-0.19,0.21,39.95
11,-0.34,-0.31,0.31,37.94
11,-0.34,-0.26,0.40,39.12
11,-0.18,-0.38,0.40,39.31
11,0.01,-0.44,0.47,42.44
11,0.01,-0.46,0.53,39.98
11,0.15,-0.46,0.52,41.49
11,0.30,-0.42,0.59,41.49
11,0.31,-0.43,0.59,39.91
11,0.37,-0.43,0.60,39.32
11,0.50,-0.44,0.60,39.32
11,0.64,-0.34,0.55,40.20
11,0.64,-0.32,0.61,38.97
11,0.70,-0.26,0.61,38.41
11,0.70,-0.02,-0.25,41.55
11,0.70,0.18,0.29,42.72
11,0.68,0.18,0.29,38.96
11,0.25,0.48,0.18,38.96
11,0.28,1.58,0.01,38.86
11,0.41,1.58,0.02,42.28
11,0.77,1.71,-0.05,42.28
11,0.73,2.28,-0.14,40.83
11,0.73,2.28,-0.25,39.36
11,0.61,2.78,-0.25,39.67
11,0.40,3.09,-0.22,39.67
11,0.40,3.09,-0.41,38.83
11,0.18,3.34,-0.41,37.50
11,-0.12,3.39,-0.34,37.50
11,-0.12,3.31,-0.58,38.90
11,-0.42,3.31,-0.58,41.44
11,-0.65,2.96,-0.65,41.44
11,-0.85,2.49,-0.71,43.94
11,-0.85,2.49,-0.80,41.67
11,-0.96,2.01,-0.80,41.67
11,-1.00,1.71,-0.80,39.63
11,-1.00,1.71,-0.66,39.97
11,-0.97,1.46,-0.66,40.43
11,-0.90,1.20,-0.50,38.08
11,-0.90,0.87,-0.50,40.11
11,-0.80,0.87,-0.50,41.27
11,-0.70,0.68,-0.34,41.27
11,-0.73,0.47,-0.16,43.99
11,-0.55,0.47,0.72,40.33
11,-0.50,0.19,0.72,40.33
11,0.28,-0.38,-0.90,39.44
11,0.28,-0.40,0.28,39.40
11,-0.20,-0.34,0.28,39.29
11,0.06,-0.46,0.48,40.86
11,0.06,-0.56,0.62,38.73
11,0.28,-0.56,0.62,41.91
11,0.48,-0.53,0.85,41.91
11,0.45,-0.34,0.92,39.45
11,0.51,-0.34,0.93,38.56
11,0.37,-0.14,0.99,38.56
11,0.18,0.08,0.01,38.80
11,0.18,0.08,0.42,41.89
11,0.02,0.16,0.42,41.69
12,-0.44,2.72,-0.53,40.21
12,-0.66,2.72,-0.53,40.41
12,-0.27,2.12,-0.66,39.63
12,-0.27,2.11,-0.35,38.08
12,-0.69,2.11,-0.35,43.17
12,-0.44,1.61,-0.35,43.17
12,-0.46,1.29,-0.19,38.17
12,-0.08,1.29,-0.25,43.76
12,0.03,0.99,0.00,43.76
12,0.08,0.78,0.14,43.13
12,0.08,0.78,0.25,41.63
12,0.13,0.65,0.25,41.49
12,0.15,0.57,0.35,41.49
12,0.15,0.59,0.41,38.53
12,0.15,0.53,0.41,44.46
12,0.15,0.51,0.45,44.46
12,0.15,0.51,0.49,40.02
12,0.18,0.51,0.46,39.12
12,0.23,0.52,0.53,39.12
12,0.20,0.53,0.54,37.62
12,0.26,0.53,0.56,38.06
12,0.30,0.55,0.56,38.06
12,1.01,0.92,0.61,41.76
12,1.01,0.88,0.67,41.57
12,0.31,0.57,0.67,41.47
12,0.22,0.71,0.68,39.91
12,0.22,0.43,0.64,41.31
12,0.44,0.43,0.64,38.14
12,0.47,0.51,0.65,38.14
12,0.45,0.56,0.63,41.28
12,0.58,0.56,0.68,41.34
12,0.61,0.65,0.62,41.34
12,0.56,0.70,0.59,39.12
12,0.56,0.70,0.55,40.67
12,0.48,0.77,0.55,40.85
12,0.39,0.82,0.51,40.06
12,0.39,0.86,0.48,38.67
12,0.32,0.86,0.48,40.21
12,0.28,0.88,0.46,40.21
12,0.28,0.88,0.44,42.16
12,0.26,0.88,0.49,41.23
12,0.28,0.86,0.43,41.23
12,0.30,0.83,0.47,43.88
12,0.30,0.83,0.64,41.27
12,0.22,0.85,0.64,41.27
12,0.78,0.57,0.48,38.49
12,0.78,0.58,0.57,39.21
12,0.44,0.83,0.57,39.73
12,0.46,0.78,0.56,38.16
12,0.46,0.66,0.62,39.65
12,0.47,0.66,0.62,39.26
12,0.48,0.73,0.60,39.26
12,0.47,0.71,0.62,39.78
12,0.47,0.71,0.61,40.50
12,0.48,0.69,0.61,40.50
12,0.49,0.68,0.59,41.25
12,0.49,0.68,0.55,38.86
12,0.46,0.67,0.55,38.73
12,0.45,0.68,0.50,39.52
12,0.45,0.68,0.44,39.31
12,0.42,0.68,0.44,39.15
12,0.34,0.71,0.36,39.15
12,0.34,0.75,0.26,41.70
12,0.27,0.75,0.30,41.73
12,0.21,0.81,0.17,41.73
12,0.13,0.87,0.08,39.45
12,0.13,0.87,-0.01,45.09
12,-0.02,0.97,-0.01,45.09
12,-0.15,1.03,-0.13,44.34
12,-0.15,1.02,-0.22,40.58
12,-0.27,1.08,-0.22,40.63
12,-0.51,0.99,-0.30,40.63
12,-0.51,1.21,-0.37,39.35
12,-0.51,1.21,-0.34,39.32
12,-0.60,1.26,-0.40,39.32
12,-0.62,1.31,-0.43,39.68
12,-0.68,1.31,-0.49,44.20
12,-0.74,1.40,-0.49,44.20
12,-0.78,1.39,-0.39,42.34
12,-0.78,1.43,-0.44,40.88
12,-0.75,1.43,-0.44,41.13
12,-0.67,1.42,-0.40,41.91
12,-0.67,1.41,-0.52,43.96
12,-0.65,1.41,-0.52,43.52
12,-0.58,1.34,-0.39,43.52
12,-0.62,1.35,-0.36,41.80
12,-0.56,1.35,-0.34,41.03
12,-0.58,1.22,-0.34,41.03
12,-0.61,1.15,-0.33,39.95
12,-0.61,1.15,-0.29,39.07
12,-0.61,1.08,-0.29,38.82
12,-0.57,1.01,-0.25,42.74
12,-0.57,1.05,-0.18,42.59
12,-0.53,0.98,-0.18,40.88
12,-0.52,0.94,-0.17,40.88
12,-0.52,0.94,-0.13,37.92
12,-0.46,0.94,-0.16,40.80
12,-0.38,0.93,-0.09,40.80
12,-0.43,0.92,-0.06,38.54
12,-0.30,0.92,-0.05,41.37
12,-0.24,0.92,-0.05,41.37
12,-0.20,0.94,-0.02,40.08
12,-0.20,0.97,0.01,39.10
12,-0.15,0.97,0.01,38.68
12,-0.11,0.98,0.03,39.47
12,-0.11,0.97,0.04,39.16
12,-0.09,0.97,0.04,40.84
12,-0.05,0.96,0.05,40.84
12,-0.02,0.95,0.07,42.71
12,-0.02,0.95,0.09,43.98
12,-0.00,0.95,0.09,43.98
12,0.01,0.94,0.10,43.04
12,0.01,0.94,0.11,41.02
12,0.03,0.94,0.11,41.11
12,0.07,0.95,0.11,42.68
12,0.07,0.96,0.12,40.20
12,0.12,0.96,0.12,39.92
12,0.12,0.98,0.13,39.92
12,0.12,0.98,0.15,43.94
12,0.11,0.98,0.15,41.85
12,0.08,0.98,0.15,41.85
12,0.05,0.97,0.13,38.96
12,0.05,0.97,0.13,39.19
12,0.07,0.94,0.13,39.19
12,0.09,0.93,0.11,39.61
12,0.09,0.94,0.10,40.79
12,0.07,0.94,0.10,40.95
12,0.03,0.94,0.09,40.16
12,0.03,0.95,0.07,40.25
12,-0.02,0.95,0.07,39.96
12,-0.08,0.96,0.04,39.96
12,-0.10,0.98,0.02,40.33
12,-0.10,0.98,0.06,40.41
12,-0.13,0.98,-0.00,40.41
12,-0.14,0.96,-0.01,40.35
12,-0.14,0.96,-0.01,39.81
12,-0.13,0.96,-0.01,39.64
12,-0.12,0.97,-0.02,41.20
12,-0.12,0.99,-0.02,41.18
12,-0.13,0.99,-0.02,38.27
12,-0.13,1.00,-0.03,38.27
12,-0.13,1.00,-0.03,39.81
12,-0.13,1.00,-0.03,39.27
12,-0.11,0.99,-0.03,39.27
1,-0.17,0.99,0.15,38.75
1,-0.18,0.99,0.15,38.97
1,-0.12,1.00,0.12,35.83
1,-0.12,0.98,0.10,37.15
1,-0.08,0.98,0.10,38.49
1,-0.10,0.99,0.12,38.49
1,-0.11,0.99,0.15,38.22
1,-0.17,0.99,0.15,38.08
1,-0.18,0.99,0.15,38.08
1,-0.12,0.99,0.13,38.64
1,-0.12,0.99,0.10,35.29
1,-0.07,0.98,0.10,35.29
1,-0.10,0.99,0.12,40.54
1,-0.10,0.99,0.14,34.26
1,-0.18,0.99,0.14,33.99
1,-0.17,0.99,0.14,37.90
1,-0.17,0.99,0.12,39.73
1,-0.12,0.99,0.10,40.28
1,-0.08,0.98,0.10,40.28
1,-0.11,0.99,0.12,35.38
1,-0.11,0.99,0.15,37.54
1,-0.17,1.00,0.15,37.54
1,-0.17,0.99,0.15,35.64
1,-0.17,0.99,0.12,37.64
1,-0.11,0.99,0.12,37.94
1,-0.07,0.99,0.10,38.72
1,-0.07,0.99,0.12,38.85
1,-0.11,0.99,0.12,36.97
1,-0.18,0.99,0.14,36.97
1,-0.17,1.00,0.14,34.82
1,-0.17,1.00,0.18,36.48
1,-0.11,0.99,0.12,36.48
1,-0.08,0.98,0.11,37.35
1,-0.08,0.98,0.12,35.80
1,-0.12,0.99,0.12,35.51
1,-0.18,0.99,0.15,36.29
1,-0.18,0.99,0.14,37.36
1,-0.17,0.99,0.14,36.79
1,-0.11,0.99,0.12,36.79
1,-0.11,0.98,0.10,36.74
1,-0.07,0.98,0.06,38.01
1,-0.12,0.99,0.13,38.01
1,-0.12,1.00,0.14,35.84
1,-0.18,1.00,0.14,37.02
1,-0.17,0.99,0.14,37.02
1,-0.10,0.99,0.11,38.37
1,-0.10,0.99,0.11,34.65
1,-0.08,0.99,0.11,34.91
1,-0.12,0.98,0.13,35.69
1,-0.12,1.00,0.15,34.87
1,-0.19,1.00,0.15,36.72
1,-0.17,0.99,0.14,36.72
1,-0.16,0.99,0.11,36.83
1,-0.10,0.99,0.11,36.27
1,-0.08,0.99,0.11,36.27
1,-0.12,0.98,0.12,39.14
1,-0.12,0.98,0.15,35.62
1,-0.19,1.00,0.15,35.73
1,-0.16,0.99,0.14,38.08
1,-0.16,0.99,0.11,37.24
1,-0.09,0.99,0.11,34.01
1,-0.08,0.99,0.10,34.01
1,-0.08,0.98,0.13,35.37
1,-0.13,0.98,0.15,36.50
1,-0.18,0.99,0.15,36.50
1,-0.16,0.99,0.14,35.81
1,-0.16,0.99,0.11,36.19
1,-0.10,0.99,0.11,36.19
1,-0.08,0.99,0.10,39.07
1,-0.08,0.99,0.13,36.49
1,-0.13,0.99,0.13,36.47
1,-0.19,1.00,0.15,36.47
1,-0.19,0.99,0.13,33.68
1,-0.15,0.99,0.13,40.26
1,-0.08,0.99,0.11,40.26
1,-0.08,0.99,0.09,37.60
1,-0.08,0.99,0.06,34.42
1,-0.14,0.98,0.13,34.42
1,-0.19,0.99,0.15,37.26
1,-0.19,0.99,0.17,37.21
1,-0.15,0.99,0.17,37.08
1,-0.09,0.98,0.14,38.65
1,-0.09,0.99,0.08,37.49
1,-0.08,0.99,0.08,39.13
1,-0.14,0.98,0.14,39.13
1,-0.14,0.99,0.15,34.22
1,-0.19,0.99,0.13,35.26
1,-0.15,0.99,0.13,35.26
1,-0.15,0.98,0.09,35.83
1,-0.08,0.98,0.10,36.46
1,-0.09,0.99,0.10,36.46
1,-0.15,0.99,0.13,41.28
1,-0.15,0.99,0.14,35.65
1,-0.19,0.99,0.14,35.42
1,-0.15,0.99,0.13,38.55
1,-0.15,0.99,0.10,39.53
1,-0.08,0.99,0.10,42.98
1,-0.09,0.99,0.10,42.98
1,-0.09,0.98,0.13,36.45
1,-0.15,0.98,0.14,36.30
1,-0.20,0.99,0.14,36.30
1,-0.14,0.99,0.12,41.52
1,-0.14,0.99,0.10,38.05
1,-0.08,0.98,0.10,37.59
1,-0.09,0.99,0.10,37.59
1,-0.09,0.98,0.14,37.98
1,-0.15,0.98,0.14,37.84
1,-0.18,0.99,0.15,37.84
1,-0.18,0.99,0.13,36.09
1,-0.14,0.99,0.17,36.13
1,-0.07,0.98,0.10,36.13
1,-0.09,0.99,0.11,37.48
1,-0.09,0.99,0.14,38.49
1,-0.16,0.98,0.14,38.49
1,-0.18,1.00,0.15,36.18
1,-0.18,0.99,0.13,35.91
1,-0.13,0.99,0.13,35.83
1,-0.07,0.98,0.11,37.39
1,-0.07,0.99,0.11,41.64
1,-0.09,0.99,0.11,37.91
1,-0.16,0.99,0.14,37.91
1,-0.19,0.99,0.14,37.78
1,-0.19,0.99,0.13,35.99
1,-0.13,1.00,0.13,35.99
1,-0.07,0.99,0.10,37.77
1,-0.07,0.99,0.11,35.13
1,-0.10,0.98,0.11,34.82
1,-0.17,0.98,0.14,37.96
1,-0.17,0.99,0.14,37.26
1,-0.19,0.99,0.14,36.05
1,-0.13,0.99,0.12,36.05
1,-0.13,0.98,0.10,37.82
1,-0.08,0.98,0.11,36.31
1,-0.11,0.99,0.11,36.31
1,-0.10,0.99,0.14,36.31
1,-0.16,0.99,0.14,36.06
1,-0.18,0.99,0.14,36.06
1,-0.13,0.99,0.12,35.71
1,-0.13,0.98,0.11,37.79
1,-0.07,0.98,0.11,37.99
1,-0.10,0.99,0.12,39.56
1,-0.10,0.98,0.14,35.26
1,-0.25,0.98,0.14,39.16
1,-0.41,0.97,0.15,39.16
1,-0.43,0.98,0.13,34.91
1,-0.11,0.98,0.14,39.70
1,0.10,1.00,0.08,39.70
1,-0.15,1.00,0.06,40.82
1,-0.15,1.00,0.12,40.74
1,-0.17,0.99,0.12,41.00
1,0.06,1.01,0.15,36.30
