seconds, accX, accY, accZ, temp
1,-0.08,0.24,-0.05,39.48
1,-0.10,0.24,-0.05,42.93
1,-0.00,0.90,0.14,42.93
1,-0.01,1.71,0.32,39.88
1,0.05,1.71,0.34,37.46
1,0.02,1.57,0.22,37.46
1,-0.10,0.57,-0.00,40.85
1,-0.10,0.62,-0.06,39.45
1,-0.13,0.25,-0.06,39.35
1,-0.02,0.94,0.08,43.27
1,-0.02,1.72,0.23,44.89
1,0.03,1.72,0.23,42.43
1,-0.03,1.51,0.16,42.43
1,-0.05,0.51,-0.03,43.83
1,-0.11,0.51,-0.05,42.37
1,-0.08,0.27,-0.05,42.37
1,0.02,1.00,0.16,43.17
1,0.02,1.00,0.31,42.82
1,0.06,1.78,0.31,42.64
1,-0.02,1.45,0.21,43.43
1,-0.02,1.47,-0.03,39.61
1,-0.10,0.47,-0.03,44.42
1,-0.11,0.34,-0.05,44.42
1,-0.11,1.07,0.12,40.87
1,-0.05,1.07,0.12,40.43
1,0.01,1.81,0.24,40.43
1,-0.02,1.40,0.13,38.40
1,-0.02,1.40,-0.05,41.00
1,-0.10,0.41,-0.05,41.00
1,-0.08,0.34,-0.02,38.99
1,-0.08,0.34,0.20,44.06
1,0.01,1.09,0.20,43.90
1,0.08,1.81,0.31,42.33
1,0.08,1.33,0.17,39.94
1,-0.01,1.33,0.16,42.93
1,-0.12,0.35,-0.03,42.93
1,-0.10,0.38,-0.03,41.19
1,-0.10,0.38,0.13,40.48
1,-0.02,1.16,0.13,40.48
1,0.02,1.84,0.25,38.87
1,0.02,1.86,0.12,43.17
1,-0.06,1.30,0.12,43.53
1,-0.11,0.32,-0.06,41.18
1,-0.11,0.43,-0.01,41.25
1,-0.05,0.43,-0.01,42.74
1,0.03,1.20,0.20,42.74
1,0.00,1.83,0.32,39.68
1,0.06,1.83,0.34,40.63
1,-0.04,1.21,0.15,40.63
1,-0.11,0.27,-0.05,39.32
1,-0.11,0.27,-0.02,37.83
1,-0.10,0.46,-0.02,38.23
1,-0.04,1.24,0.17,40.58
1,-0.04,1.84,0.27,39.47
1,0.01,1.84,0.27,42.28
1,-0.04,1.16,0.08,42.28
1,-0.05,0.25,-0.06,42.79
1,-0.11,0.25,-0.10,40.57
1,-0.06,0.50,0.02,40.57
1,0.04,1.30,0.24,39.63
1,0.04,1.30,0.30,41.29
1,0.07,1.85,0.30,40.84
1,-0.03,1.11,0.11,40.84
1,-0.03,1.08,-0.06,42.89
1,-0.13,0.21,-0.06,39.35
1,-0.07,0.52,-0.01,39.35
1,-0.07,1.35,0.18,41.59
1,0.00,1.35,0.17,41.81
1,0.02,1.84,0.23,41.81
1,-0.07,1.02,0.07,44.41
1,-0.07,1.02,-0.07,43.82
1,-0.11,0.17,-0.07,43.82
1,-0.03,0.57,0.04,42.50
1,-0.03,0.57,0.26,43.92
1,0.05,1.38,0.26,44.37
1,0.05,1.83,0.29,39.67
1,0.05,0.97,0.09,42.67
1,-0.05,0.97,0.11,43.37
1,-0.10,0.19,-0.08,43.37
1,-0.11,0.65,0.03,40.22
1,-0.11,0.65,0.20,42.19
1,-0.00,1.43,0.20,42.19
1,0.02,1.81,0.22,41.34
1,0.02,1.77,0.04,42.11
1,-0.06,0.90,0.04,42.13
1,-0.12,0.17,-0.07,40.56
1,-0.12,0.65,0.07,43.16
1,-0.03,0.65,0.07,42.33
1,0.06,1.47,0.27,42.33
1,0.05,1.75,0.27,40.69
1,0.05,1.75,0.31,39.35
1,-0.06,0.83,0.06,39.35
1,-0.13,0.18,-0.07,39.51
1,-0.13,0.18,0.04,41.88
1,-0.07,0.72,0.04,41.91
1,0.01,1.54,0.21,41.12
1,0.01,1.76,0.21,40.03
1,0.01,1.76,0.21,38.74
1,-0.09,0.80,0.03,38.74
1,-0.09,0.18,-0.08,43.54
1,-0.09,0.18,-0.10,41.63
1,-0.01,0.75,0.09,41.63
1,0.05,1.58,0.29,41.78
1,0.05,1.58,0.26,41.93
1,0.02,1.67,0.26,42.11
1,-0.08,0.69,0.03,38.98
2,-0.11,0.21,-0.06,40.40
2,-0.00,0.86,0.12,40.25
2,-0.00,0.86,0.31,39.80
2,0.05,1.69,0.31,39.82
2,0.03,1.60,0.22,40.61
2,0.03,0.59,0.00,42.17
2,-0.11,0.59,0.00,42.78
2,-0.12,0.21,-0.07,42.78
2,-0.09,0.90,0.08,42.53
2,-0.03,0.90,0.12,39.44
2,0.01,1.71,0.24,39.44
2,-0.04,1.55,0.18,44.19
2,-0.04,1.55,-0.02,43.38
2,-0.10,0.54,-0.02,43.20
2,-0.08,0.25,-0.06,41.63
2,-0.08,0.28,0.16,42.89
2,0.01,0.97,0.16,40.47
2,0.05,1.76,0.32,40.47
2,0.05,1.51,0.22,40.75
2,-0.01,1.51,0.24,43.32
2,-0.09,0.50,-0.01,43.32
2,-0.12,0.31,-0.06,40.84
2,-0.12,0.31,0.12,39.40
2,-0.05,1.02,0.12,39.40
2,0.02,1.78,0.24,39.70
2,0.02,1.76,0.14,40.58
2,-0.02,1.44,0.14,40.42
2,-0.11,0.42,-0.04,41.21
2,-0.11,0.30,-0.03,40.38
2,-0.09,0.30,-0.03,40.28
2,0.01,1.06,0.19,40.28
2,0.01,1.80,0.30,38.12
2,0.08,1.80,0.30,41.63
2,-0.00,1.39,0.18,41.63
2,-0.12,0.38,-0.03,42.12
2,-0.12,0.42,-0.05,41.71
2,-0.10,0.36,-0.05,42.19
2,-0.04,1.14,0.13,39.06
2,-0.04,1.84,0.25,46.11
2,0.01,1.84,0.25,42.56
2,-0.05,1.35,0.13,42.56
2,-0.04,0.33,-0.07,41.49
2,-0.10,0.33,-0.08,42.60
2,-0.05,0.39,-0.01,42.60
2,0.03,1.16,0.21,39.69
2,0.03,1.16,0.32,38.26
2,0.07,1.84,0.32,38.24
2,-0.03,1.25,0.16,40.59
2,-0.03,1.28,-0.05,45.79
2,-0.12,0.28,-0.05,39.76
2,-0.10,0.43,-0.02,39.76
2,-0.10,1.22,0.16,38.94
2,-0.03,1.22,0.13,42.55
2,0.03,1.86,0.25,42.55
2,-0.03,1.21,0.09,40.33
2,-0.03,1.21,-0.06,37.89
2,-0.12,0.26,-0.06,37.89
2,-0.07,0.48,0.01,43.68
2,-0.07,0.46,0.22,40.23
2,0.05,1.27,0.22,40.44
2,0.07,1.86,0.31,45.92
2,0.07,1.13,0.11,40.64
2,-0.04,1.13,0.12,41.77
2,-0.13,0.19,-0.07,41.77
2,-0.13,0.48,-0.02,40.76
2,-0.06,0.48,0.18,44.63
2,-0.01,1.33,0.18,44.63
2,0.01,1.87,0.25,39.85
2,0.01,1.82,0.08,41.81
2,-0.07,1.07,0.08,41.83
2,-0.11,0.18,-0.07,37.91
2,-0.11,0.55,0.03,41.15
2,-0.04,0.55,0.03,42.23
2,0.05,1.37,0.25,42.23
2,0.05,1.86,0.30,41.51
2,0.05,1.86,0.28,38.95
2,-0.04,1.00,0.10,38.95
2,-0.11,0.17,-0.08,41.25
2,-0.11,0.17,0.02,44.05
2,-0.10,0.61,0.02,44.40
2,0.00,1.41,0.20,43.62
2,0.00,1.83,0.22,42.56
2,0.02,1.83,0.22,41.21
2,-0.07,0.91,0.04,41.21
2,-0.12,0.15,-0.07,39.32
2,-0.12,0.15,-0.12,41.89
2,-0.03,0.63,0.06,41.89
2,0.06,1.46,0.27,41.25
2,0.06,1.46,0.27,42.19
2,0.06,1.80,0.27,41.93
2,-0.07,0.86,0.07,39.58
2,-0.07,0.85,-0.07,43.10
2,-0.12,0.17,-0.07,43.19
2,-0.07,0.71,0.04,43.19
2,-0.07,1.54,0.21,39.90
2,0.00,1.54,0.22,37.55
2,-0.00,1.78,0.22,37.55
2,-0.03,0.79,0.02,40.48
2,-0.09,0.79,-0.09,44.38
2,-0.09,0.16,-0.09,44.38
2,-0.02,0.72,0.09,39.95
2,-0.02,0.69,0.29,45.20
2,0.05,1.57,0.29,45.04
2,0.02,1.69,0.27,40.34
2,0.02,0.71,0.03,40.73
2,-0.06,0.71,0.03,42.08
2,-0.13,0.16,-0.07,42.08
2,-0.13,0.79,0.07,38.86
2,-0.07,0.79,0.22,40.74
2,0.02,1.62,0.22,40.74
2,0.01,1.69,0.19,42.54
2,0.01,1.63,-0.00,43.54
2,-0.09,0.69,-0.00,43.30
2,-0.11,0.19,-0.06,41.74
2,-0.11,0.84,0.12,39.78
2,0.00,0.84,0.12,42.62
2,0.06,1.67,0.31,42.62
2,0.03,1.62,0.23,39.20
2,0.03,1.62,0.21,38.54
2,-0.11,0.60,0.02,38.54
2,-0.12,0.19,-0.07,40.88
2,-0.12,0.19,0.08,41.71
2,-0.04,0.90,0.08,42.04
2,0.00,1.70,0.24,41.26
2,0.00,1.71,0.18,40.11
2,-0.04,1.59,0.18,39.24
2,-0.09,0.55,-0.02,39.24
2,-0.09,0.24,-0.06,39.45
2,-0.09,0.24,-0.03,44.07
2,0.00,0.96,0.15,44.07
2,0.05,1.75,0.32,38.93
2,0.05,1.75,0.22,43.84
2,-0.01,1.54,0.22,43.84
2,-0.09,0.50,-0.02,38.60
2,-0.09,0.46,-0.06,39.90
2,-0.13,0.27,-0.06,40.64
2,-0.05,0.99,0.11,42.21
2,-0.05,1.76,0.24,42.84
2,0.03,1.76,0.21,41.91
2,-0.02,1.47,0.15,41.91
2,-0.05,0.44,-0.04,42.82
2,-0.12,0.44,-0.03,42.19
2,-0.09,0.29,-0.03,42.19
2,0.02,1.05,0.18,44.61
2,0.02,1.05,0.31,43.47
2,0.07,1.80,0.31,43.61
2,-0.01,1.42,0.18,43.61
2,-0.01,0.39,-0.03,45.46
2,-0.12,0.39,-0.03,41.10
2,-0.10,0.36,-0.05,41.10
2,-0.10,1.12,0.13,42.90
2,-0.04,1.12,0.13,41.33
2,0.01,1.82,0.25,41.33
2,-0.04,1.37,0.13,37.71
2,-0.04,1.37,-0.07,41.84
2,-0.10,0.33,-0.07,41.58
2,-0.06,0.38,-0.02,42.36
2,-0.06,1.15,0.20,40.91
2,0.03,1.15,0.20,41.27
2,0.06,1.83,0.32,41.27
2,0.04,1.28,0.16,38.81
2,-0.03,1.28,0.14,39.56
2,-0.12,0.28,-0.05,39.56
2,-0.11,0.42,-0.02,39.64
2,-0.11,0.42,0.15,40.48
2,-0.02,1.21,0.15,40.22
2,0.03,1.88,0.25,41.79
2,0.03,1.93,0.10,41.57
2,-0.03,1.24,0.10,42.46
2,-0.13,0.25,-0.06,42.46
2,-0.13,0.46,0.01,43.90
2,-0.06,0.46,0.03,40.56
2,0.04,1.24,0.22,40.56
2,0.01,1.86,0.31,44.17
2,0.07,1.86,0.13,41.54
2,-0.04,1.15,0.13,41.54
2,-0.11,0.20,-0.06,42.10
2,-0.11,0.23,-0.02,43.41
2,-0.07,0.48,-0.02,43.67
2,-0.02,1.31,0.18,41.32
2,-0.02,1.88,0.27,42.57
2,0.01,1.88,0.27,44.14
2,-0.06,1.10,0.08,44.14
2,-0.05,0.19,-0.07,41.43
2,-0.11,0.19,0.04,41.22
2,-0.05,0.54,0.04,41.22
2,0.04,1.35,0.25,42.03
2,0.04,1.37,0.30,42.59
2,0.05,1.87,0.30,42.65
2,-0.03,1.02,0.10,43.44
2,-0.03,0.17,-0.08,42.97
2,-0.12,0.17,-0.08,40.84
2,-0.10,0.57,0.01,40.84
2,-0.11,1.39,0.19,42.37
2,0.01,1.39,0.23,44.12
2,0.02,1.84,0.23,44.12
2,-0.08,0.94,0.06,42.27
2,-0.08,0.94,-0.07,40.85
2,-0.13,0.15,-0.07,40.91
2,-0.02,0.62,0.06,40.91
2,-0.02,0.58,0.27,40.73
2,0.06,1.46,0.27,40.73
2,0.06,1.83,0.27,40.73
2,0.11,0.88,0.07,44.94
2,-0.08,0.88,0.11,43.34
2,-0.11,0.16,-0.08,43.34
2,-0.08,0.69,0.03,42.93
2,-0.08,0.69,0.21,40.89
2,-0.00,1.52,0.21,40.89
2,0.01,1.81,0.23,38.95
2,0.01,1.81,0.02,45.35
2,-0.07,0.81,0.02,41.03
2,-0.10,0.15,-0.08,41.03
2,-0.10,0.70,0.09,38.28
2,-0.02,0.70,0.11,40.60
2,0.05,1.55,0.29,40.60
2,0.03,1.74,0.27,42.47
2,0.03,1.74,0.03,37.09
2,-0.06,0.74,0.03,37.09
2,-0.13,0.16,-0.07,40.73
2,-0.13,0.14,0.06,39.30
2,-0.07,0.77,0.06,39.37
2,0.02,1.61,0.22,40.93
2,0.02,1.72,0.20,38.34
2,0.01,1.72,0.20,40.39
2,-0.10,0.70,0.01,40.39
2,-0.11,0.18,-0.07,40.72
2,-0.11,0.18,-0.08,42.37
2,0.00,0.83,0.11,42.37
2,0.06,1.65,0.30,42.86
2,0.06,1.64,0.25,39.62
2,0.01,1.64,0.25,39.50
2,-0.10,0.60,0.02,41.07
3,-0.09,0.22,-0.06,41.43
3,-0.00,0.93,0.15,40.97
3,-0.00,0.92,0.32,40.63
3,0.05,1.73,0.32,40.56
3,0.01,1.57,0.22,40.56
3,0.01,0.51,-0.02,39.26
3,-0.09,0.51,-0.02,39.78
3,-0.14,0.24,-0.06,39.78
3,-0.16,0.96,0.09,42.78
3,-0.03,0.96,0.11,38.60
3,0.03,1.74,0.24,38.60
3,-0.03,1.49,0.16,40.54
3,-0.03,1.49,-0.03,43.41
3,-0.11,0.46,-0.03,43.23
3,-0.08,0.29,-0.04,40.88
3,-0.08,0.30,0.17,40.40
3,0.02,1.05,0.17,41.38
3,0.07,1.79,0.30,41.38
3,0.11,1.45,0.19,41.49
3,-0.01,1.45,0.22,39.23
3,-0.12,0.40,-0.03,39.23
3,-0.10,0.36,-0.06,41.64
3,-0.10,0.36,0.13,40.92
3,-0.05,1.12,0.13,40.92
3,0.01,1.82,0.26,40.12
3,0.01,1.82,0.13,41.93
3,-0.04,1.38,0.13,41.64
3,-0.09,0.32,-0.07,41.64
3,-0.09,0.36,-0.01,40.21
3,-0.07,0.36,-0.05,42.09
3,0.02,1.14,0.20,42.09
3,0.06,1.83,0.32,42.98
3,0.06,1.83,0.16,41.47
3,-0.02,1.32,0.16,41.47
3,-0.12,0.29,-0.05,40.04
3,-0.12,0.28,-0.03,43.79
3,-0.10,0.40,-0.03,43.49
3,-0.02,1.19,0.14,45.84
3,-0.02,1.88,0.24,40.80
3,0.03,1.88,0.24,42.60
3,-0.04,1.27,0.11,42.60
3,-0.06,0.25,-0.06,39.88
3,-0.12,0.25,-0.12,40.67
3,-0.05,0.44,0.01,40.67
3,0.04,1.22,0.22,45.70
3,0.04,1.24,0.31,45.97
3,0.07,1.86,0.31,46.05
3,-0.04,1.16,0.13,43.70
3,-0.04,0.19,-0.07,43.26
3,-0.11,0.19,-0.07,40.36
3,-0.08,0.48,-0.02,40.36
3,-0.10,1.30,0.18,44.21
3,-0.04,1.30,0.14,44.04
3,0.01,1.89,0.27,44.04
3,-0.05,1.13,0.08,41.53
3,-0.05,1.13,-0.07,42.95
3,-0.11,0.20,-0.07,42.60
3,-0.05,0.52,0.03,40.25
3,-0.05,0.53,0.25,43.32
3,0.04,1.35,0.25,40.73
3,0.05,1.88,0.30,40.73
3,0.05,1.04,0.08,41.34
3,-0.03,1.04,0.12,42.04
3,-0.13,0.16,-0.07,42.04
3,-0.15,0.55,0.01,41.79
3,-0.09,0.55,0.18,41.13
3,0.01,1.39,0.18,41.13
3,0.02,1.86,0.23,42.34
3,0.02,1.83,0.07,42.49
3,-0.09,0.96,0.07,42.33
3,-0.12,0.15,-0.07,43.12
3,-0.12,0.61,0.05,43.78
3,-0.02,0.61,0.05,42.24
3,0.07,1.45,0.26,42.24
3,0.12,1.85,0.28,39.31
3,0.06,1.85,0.08,41.39
3,-0.08,0.90,0.08,41.39
3,-0.11,0.15,-0.08,43.29
3,-0.11,0.18,0.04,44.03
3,-0.09,0.68,0.04,44.09
3,-0.00,1.50,0.22,41.74
3,-0.00,1.81,0.22,39.39
3,0.00,1.81,0.22,41.81
3,-0.07,0.81,0.02,41.81
3,-0.11,0.14,-0.08,43.43
3,-0.11,0.14,-0.10,42.95
3,-0.02,0.69,0.09,42.95
3,0.05,1.54,0.29,41.06
3,0.05,1.54,0.27,40.66
3,0.04,1.76,0.27,40.37
3,-0.06,0.75,0.03,42.72
3,-0.06,0.78,-0.07,39.54
3,-0.14,0.16,-0.07,42.75
3,-0.05,0.76,0.05,42.75
3,-0.04,1.61,0.22,40.02
3,0.02,1.61,0.20,41.36
3,0.01,1.74,0.20,41.36
3,-0.10,0.71,0.01,41.43
3,-0.10,0.71,-0.07,42.16
3,-0.10,0.16,-0.07,42.16
3,0.00,0.80,0.11,43.11
3,0.00,0.76,0.29,42.45
3,0.05,1.63,0.29,42.57
3,0.01,1.66,0.25,42.57
3,0.01,0.62,0.02,39.71
3,-0.10,0.62,0.05,39.12
3,-0.11,0.18,-0.08,39.12
3,-0.12,0.88,0.08,41.67
3,-0.05,0.88,0.25,39.69
3,-0.00,1.68,0.25,39.69
3,-0.01,1.64,0.19,40.43
3,-0.01,1.65,-0.02,43.91
3,-0.08,0.59,-0.02,44.55
3,-0.10,0.22,-0.06,41.42
3,-0.10,0.92,0.14,39.64
3,-0.00,0.92,0.14,38.13
3,0.05,1.70,0.32,38.13
3,0.01,1.57,0.22,38.87
3,0.01,1.57,0.24,40.78
3,-0.10,0.51,-0.01,40.78
3,-0.13,0.23,-0.06,44.50
3,-0.13,0.21,0.09,44.77
3,-0.02,0.96,0.09,44.71
3,0.02,1.74,0.24,42.36
3,0.02,1.51,0.17,42.81
3,-0.03,1.51,0.17,40.88
3,-0.11,0.45,-0.03,40.88
3,-0.08,0.28,-0.04,40.94
3,-0.08,0.28,-0.01,40.02
3,0.02,1.04,0.18,40.02
3,0.06,1.79,0.31,40.09
3,0.06,1.79,0.20,44.65
3,-0.02,1.47,0.20,45.03
3,-0.11,0.40,-0.03,41.12
3,-0.11,0.40,-0.05,42.52
3,-0.11,0.34,-0.05,43.94
3,-0.05,1.09,0.13,43.94
3,-0.05,1.80,0.25,41.83
3,0.02,1.80,0.26,41.83
3,-0.02,1.40,0.13,41.83
3,-0.10,0.32,-0.07,42.37
3,-0.10,0.32,-0.01,39.18
3,-0.08,0.35,-0.01,39.18
3,0.02,1.13,0.20,40.70
3,0.02,1.14,0.31,40.59
3,0.06,1.83,0.31,40.39
3,-0.01,1.34,0.16,41.18
3,-0.01,0.30,-0.05,37.28
3,-0.13,0.30,-0.05,40.83
3,-0.09,0.40,-0.03,40.83
3,-0.08,1.20,0.14,42.80
3,-0.02,1.20,0.25,42.70
3,0.03,1.88,0.25,42.70
3,-0.04,1.28,0.11,42.17
3,-0.04,1.30,-0.07,45.41
3,-0.12,0.24,-0.07,45.75
3,-0.05,0.43,0.00,43.40
3,-0.05,1.22,0.22,43.35
3,0.04,1.22,0.22,40.95
3,0.06,1.87,0.31,40.95
3,0.08,1.18,0.14,39.83
3,-0.04,1.18,0.18,44.82
3,-0.10,0.19,-0.07,44.82
3,-0.10,0.48,-0.02,41.58
3,-0.10,0.48,0.18,40.17
3,-0.03,1.28,0.18,40.33
3,0.02,1.90,0.26,43.47
3,0.02,1.88,0.08,43.07
3,-0.04,1.13,0.08,43.39
3,-0.13,0.20,-0.07,43.39
3,-0.18,0.50,0.03,43.22
3,-0.05,0.50,0.06,41.42
3,0.05,1.33,0.25,41.42
3,0.06,1.88,0.31,42.31
3,0.06,1.88,0.08,39.45
3,-0.03,1.04,0.08,39.45
3,-0.14,0.15,-0.07,41.10
3,-0.14,0.16,0.00,40.02
3,-0.08,0.54,0.00,42.61
3,0.01,1.39,0.19,42.61
3,0.01,1.88,0.24,42.80
3,0.02,1.88,0.20,40.50
3,-0.08,0.97,0.07,40.50
3,-0.11,0.14,-0.08,41.96
3,-0.11,0.14,0.05,38.79
3,-0.02,0.61,0.05,38.79
3,0.06,1.46,0.27,37.62
3,0.06,1.49,0.28,40.91
3,0.06,1.86,0.28,41.37
3,-0.08,0.90,0.07,39.80
3,-0.08,0.14,-0.09,43.78
3,-0.11,0.14,-0.09,40.88
3,-0.10,0.66,0.04,40.88
3,-0.12,1.49,0.21,41.05
3,0.00,1.49,0.23,40.19
3,0.01,1.83,0.23,40.19
3,-0.07,0.82,0.02,41.31
3,-0.07,0.82,-0.08,45.04
3,-0.11,0.13,-0.08,45.11
3,-0.02,0.68,0.09,42.76
3,-0.02,1.54,0.29,42.81
3,0.05,1.54,0.29,43.42
3,0.04,1.79,0.27,43.42
3,0.05,0.76,0.04,41.18
3,-0.08,0.76,0.05,42.44
3,-0.13,0.15,-0.07,42.44
3,-0.05,0.76,0.04,40.68
3,-0.05,0.76,0.22,41.48
3,0.02,1.61,0.22,41.83
3,0.00,1.75,0.21,41.04
3,0.00,1.76,0.01,42.29
3,-0.10,0.70,0.01,42.92
3,-0.10,0.15,-0.08,42.92
3,-0.10,0.80,0.11,39.60
3,0.00,0.80,0.11,40.05
3,0.06,1.63,0.30,40.05
3,-0.00,1.68,0.26,42.67
3,-0.00,1.68,0.01,44.13
3,-0.08,0.61,0.01,44.13
3,-0.12,0.18,-0.07,39.25
3,-0.12,0.13,0.08,39.68
3,-0.06,0.88,0.08,39.26
3,0.01,1.68,0.24,40.05
3,0.01,1.64,0.19,39.00
3,-0.01,1.64,0.16,43.93
3,-0.08,0.57,-0.02,43.93
3,-0.11,0.20,-0.05,40.49
3,-0.11,0.20,0.15,42.67
3,0.00,0.93,0.15,42.67
3,0.06,1.71,0.31,43.33
3,0.06,1.70,0.21,44.69
3,0.02,1.58,0.21,44.68
3,-0.11,0.49,-0.01,39.19
4,-0.07,0.28,-0.05,40.71
4,0.02,1.05,0.17,43.68
4,0.02,1.04,0.31,43.26
4,0.06,1.79,0.31,43.68
4,-0.02,1.47,0.20,42.12
4,-0.02,0.38,-0.04,42.07
4,-0.11,0.38,-0.05,40.87
4,-0.12,0.35,-0.05,40.87
4,-0.11,1.09,0.13,40.76
4,-0.05,1.09,0.26,45.18
4,0.02,1.81,0.26,45.18
4,-0.02,1.39,0.13,42.42
4,-0.02,1.43,-0.06,40.06
4,-0.11,0.31,-0.06,40.51
4,-0.08,0.36,-0.01,40.51
4,-0.08,1.14,0.20,38.17
4,0.03,1.14,0.20,40.47
4,0.08,1.84,0.31,40.47
4,0.11,1.33,0.16,44.11
4,-0.02,1.33,0.14,39.36
4,-0.14,0.27,-0.05,39.36
4,-0.08,0.40,-0.05,42.45
4,-0.08,0.40,0.15,39.08
4,-0.02,1.21,0.15,38.64
4,0.02,1.89,0.25,41.77
4,0.02,1.89,0.11,40.11
4,-0.05,1.27,0.11,41.47
4,-0.12,0.22,-0.07,41.47
4,-0.11,0.44,-0.00,41.98
4,-0.05,0.44,-0.03,43.72
4,0.04,1.22,0.22,43.72
4,0.06,1.87,0.31,41.98
4,0.06,1.87,0.14,45.50
4,-0.04,1.17,0.14,45.83
4,-0.10,0.19,-0.07,43.48
4,-0.10,0.25,-0.01,40.70
4,-0.11,0.50,-0.01,43.45
4,-0.02,1.30,0.18,43.45
4,-0.02,1.90,0.25,43.35
4,0.03,1.90,0.26,41.85
4,-0.04,1.11,0.07,41.85
4,-0.00,0.19,-0.07,44.94
4,-0.13,0.19,0.03,43.45
4,-0.04,0.52,0.03,43.45
4,0.05,1.35,0.25,42.61
4,0.05,1.32,0.30,42.22
