seconds, accX, accY, accZ, temp
2,-0.02,1.60,0.23,39.65
2,-0.04,0.43,-0.32,40.84
2,-0.10,0.43,-0.28,37.78
2,-0.08,0.27,-0.28,37.78
2,0.09,1.06,0.17,38.57
2,0.09,1.06,0.50,37.41
2,0.12,1.89,0.50,36.87
2,-0.06,1.44,0.18,40.79
2,-0.06,1.43,-0.38,41.15
2,-0.15,0.24,-0.38,40.81
2,-0.04,0.43,-0.25,37.68
2,-0.04,1.28,0.19,39.08
2,0.07,1.28,0.19,39.14
2,0.03,1.99,0.47,39.14
2,0.03,1.19,0.07,40.58
2,-0.06,1.19,0.09,37.75
2,-0.15,0.13,-0.41,37.75
2,-0.13,0.49,-0.16,37.78
2,-0.00,0.49,-0.17,40.02
2,0.11,1.38,0.33,40.02
2,0.09,2.02,0.53,39.38
2,0.09,2.02,-0.02,39.51
2,-0.03,0.96,-0.02,39.51
2,-0.22,-0.02,-0.42,36.09
2,-0.22,-0.06,-0.14,38.87
2,-0.04,0.56,-0.14,38.75
2,0.01,1.49,0.30,39.53
2,0.01,2.04,0.44,39.71
2,0.05,2.04,0.44,37.07
2,-0.10,0.82,-0.10,37.07
2,-0.10,-0.10,-0.43,38.26
2,-0.17,-0.10,-0.40,39.01
2,0.02,0.73,-0.02,39.01
2,0.06,1.63,0.41,40.06
2,0.12,1.63,0.38,42.49
2,0.05,2.00,0.44,42.49
2,-0.09,0.70,-0.19,43.71
2,-0.09,0.70,-0.40,38.70
2,-0.15,-0.09,-0.40,38.70
2,-0.11,0.80,-0.02,39.99
2,-0.11,0.76,0.39,38.14
2,0.09,1.76,0.39,38.03
2,0.00,1.79,0.30,38.81
2,0.00,1.80,-0.26,39.71
2,-0.08,0.55,-0.26,37.68
2,-0.11,0.00,-0.36,37.68
2,-0.11,0.89,0.11,40.06
2,0.02,0.89,0.11,40.09
2,0.13,1.81,0.49,40.09
2,0.17,1.60,0.27,38.80
2,-0.02,1.60,0.27,36.72
2,-0.10,0.44,-0.29,36.72
2,-0.09,0.25,-0.32,37.91
2,-0.09,0.25,0.13,38.70
2,0.04,1.07,0.13,38.70
2,0.02,1.93,0.46,40.30
2,0.02,1.90,0.16,39.94
2,-0.06,1.40,0.16,40.47
2,-0.11,0.30,-0.37,38.90
2,-0.11,0.28,-0.22,38.67
2,-0.03,0.40,-0.22,38.92
2,0.12,1.25,0.25,36.57
2,0.12,1.97,0.51,40.14
2,0.09,1.97,0.51,36.76
2,-0.03,1.21,0.09,36.76
2,-0.00,0.12,-0.39,38.67
2,-0.19,0.12,-0.40,40.05
2,-0.07,0.48,-0.21,40.05
2,-0.08,1.37,0.26,41.05
2,0.04,1.37,0.46,39.11
2,0.06,1.99,0.46,39.11
2,-0.09,1.05,-0.01,38.76
2,-0.09,1.05,-0.42,40.29
2,-0.19,0.05,-0.42,40.63
2,0.03,0.58,-0.12,37.50
2,0.03,0.60,0.36,37.53
2,0.11,1.47,0.36,37.93
2,0.06,2.02,0.50,38.72
2,0.06,0.86,-0.08,40.19
2,-0.09,0.86,-0.08,37.66
2,-0.20,-0.11,-0.44,37.66
2,-0.20,0.71,-0.07,36.73
2,-0.06,0.71,-0.10,36.96
2,0.04,1.65,0.34,36.96
2,0.03,1.96,0.39,36.86
2,0.03,1.96,0.43,39.26
2,-0.07,0.67,-0.19,39.26
2,-0.15,-0.14,-0.40,38.17
2,-0.15,-0.14,0.04,39.33
2,-0.02,0.78,0.04,39.33
2,0.13,1.71,0.44,38.75
2,0.13,1.70,0.35,39.59
2,0.06,1.83,0.35,39.62
2,-0.08,0.58,-0.23,39.62
2,-0.08,0.02,-0.38,38.88
2,-0.14,0.02,-0.38,38.97
2,-0.07,0.88,0.04,38.97
2,-0.07,1.82,0.43,37.87
2,0.06,1.82,0.43,40.22
2,-0.05,1.68,0.26,40.22
2,-0.02,0.44,-0.31,39.66
2,-0.08,0.44,-0.31,37.23
2,-0.08,0.20,-0.31,37.23
2,0.05,1.04,0.16,37.71
2,0.05,1.04,0.49,38.28
2,0.09,1.89,0.49,38.28
2,-0.05,1.44,0.20,38.06
2,-0.05,1.46,-0.37,37.92
2,-0.13,0.27,-0.37,37.93
2,-0.11,0.41,-0.25,38.71
2,-0.11,0.42,0.18,39.68
2,0.08,1.17,0.18,42.05
2,0.05,1.93,0.46,42.05
2,0.05,1.26,0.08,38.58
2,-0.05,1.26,0.08,38.86
2,-0.15,0.19,-0.39,38.86
2,-0.13,0.46,-0.18,38.98
2,-0.00,0.46,-0.14,40.05
2,0.13,1.34,0.30,40.05
2,0.16,2.01,0.53,37.66
2,0.10,2.01,0.02,37.97
2,-0.05,1.05,0.02,37.97
2,-0.21,-0.01,-0.44,38.11
2,-0.21,-0.01,-0.15,41.37
2,-0.03,0.60,-0.15,41.21
2,0.00,1.51,0.30,41.99
2,0.00,1.54,0.46,38.27
2,0.05,2.04,0.46,38.11
2,-0.09,0.85,-0.08,37.33
2,-0.09,-0.08,-0.42,36.80
2,-0.18,-0.08,-0.42,40.07
2,-0.02,0.67,-0.05,40.07
2,-0.02,1.58,0.39,39.13
2,0.12,1.58,0.38,39.62
2,0.07,2.01,0.44,39.62
2,0.09,0.73,-0.16,41.14
2,-0.09,0.73,-0.17,37.11
2,-0.20,-0.09,-0.42,37.11
2,-0.07,0.77,-0.03,36.66
2,-0.07,0.77,0.40,36.97
2,0.11,1.69,0.40,36.97
2,-0.00,1.89,0.35,36.58
2,-0.00,1.88,-0.25,39.32
2,-0.09,0.57,-0.25,39.52
2,-0.10,-0.05,-0.38,38.73
2,-0.10,0.84,0.08,38.20
2,0.00,0.84,0.08,39.28
2,0.13,1.81,0.48,39.28
2,0.13,1.66,0.30,39.21
2,-0.02,1.66,0.30,38.80
2,-0.08,0.43,-0.29,38.80
2,-0.11,0.24,-0.32,39.60
2,-0.11,0.24,-0.34,37.50
2,-0.00,0.99,0.10,37.50
2,0.04,1.90,0.44,39.78
2,0.04,1.90,0.18,40.04
2,-0.02,1.46,0.18,40.04
2,-0.11,0.37,-0.34,37.87
2,-0.11,0.32,-0.24,38.88
2,-0.05,0.39,-0.24,38.83
2,0.12,1.17,0.22,38.83
2,0.12,1.19,0.51,37.45
2,0.12,1.94,0.51,38.36
2,-0.05,1.29,0.12,38.36
2,-0.05,0.19,-0.40,39.12
2,-0.18,0.19,-0.40,39.34
2,-0.03,0.49,-0.23,39.34
2,-0.02,1.39,0.26,36.62
2,0.05,1.39,0.28,41.10
2,0.03,2.00,0.47,41.10
2,-0.08,1.04,-0.01,39.12
2,-0.08,1.04,-0.42,37.54
2,-0.16,0.06,-0.42,37.54
2,0.01,0.55,-0.13,36.78
2,0.01,0.55,0.35,38.06
2,0.08,1.46,0.35,37.99
2,0.08,2.02,0.52,38.77
2,0.08,2.05,-0.07,38.75
2,-0.05,0.87,-0.07,38.34
2,-0.21,-0.07,-0.42,42.26
2,-0.21,0.61,-0.12,38.26
2,-0.05,0.61,-0.12,38.72
2,0.06,1.56,0.34,38.72
2,0.04,2.01,0.41,39.11
2,0.04,2.01,0.42,39.20
2,-0.11,0.73,-0.15,39.20
2,-0.09,-0.10,-0.42,38.17
2,-0.15,-0.10,0.01,39.01
2,0.02,0.78,0.01,39.01
2,0.14,1.70,0.44,37.48
2,0.14,1.70,0.40,37.78
2,0.02,1.89,0.40,37.78
2,-0.09,0.60,-0.23,39.57
2,-0.09,0.61,-0.38,38.75
2,-0.14,-0.02,-0.38,39.06
2,-0.10,0.87,0.03,38.27
2,-0.10,1.81,0.42,38.97
2,0.09,1.81,0.42,39.62
2,-0.01,1.70,0.25,39.62
2,-0.01,0.47,-0.30,40.07
2,-0.08,0.47,-0.27,39.09
2,-0.12,0.13,-0.33,39.09
2,-0.08,0.99,0.13,41.47
2,0.05,0.99,0.16,38.07
2,0.12,1.85,0.47,38.07
2,-0.02,1.49,0.22,38.90
2,-0.02,1.49,-0.33,38.20
2,-0.12,0.36,-0.33,38.20
2,-0.07,0.35,-0.30,39.24
2,-0.07,0.35,0.17,38.46
2,0.08,1.16,0.17,38.84
2,0.03,1.93,0.47,38.06
2,0.03,1.93,0.11,39.10
2,-0.09,1.31,0.11,40.16
2,-0.12,0.21,-0.39,40.16
2,-0.12,0.48,-0.17,38.23
2,0.01,0.48,-0.17,38.16
2,0.13,1.35,0.28,38.16
2,0.14,1.99,0.53,40.33
2,0.08,1.99,0.54,38.08
2,-0.04,1.09,0.04,38.08
2,-0.21,0.02,-0.41,37.71
2,-0.21,0.02,-0.18,38.07
2,-0.06,0.53,-0.18,38.07
2,0.02,1.44,0.29,36.29
2,0.02,1.45,0.46,38.44
2,0.07,2.01,0.46,38.77
2,-0.10,0.95,-0.06,37.20
2,-0.10,0.96,-0.43,38.54
2,-0.20,-0.04,-0.43,38.34
3,-0.09,0.78,-0.04,39.40
3,0.06,1.70,0.39,39.40
3,0.01,1.92,0.36,36.12
3,0.01,1.92,-0.24,37.78
3,-0.07,0.57,-0.24,37.78
3,-0.11,-0.09,-0.38,39.27
3,-0.11,-0.12,0.07,39.37
3,-0.00,0.82,0.07,39.57
3,0.14,1.76,0.47,39.57
3,0.14,1.78,0.31,39.43
3,0.02,1.72,0.31,39.40
3,-0.10,0.49,-0.26,38.62
3,-0.10,0.17,-0.36,37.68
3,-0.13,0.17,-0.36,36.82
3,-0.03,0.95,0.07,36.82
3,-0.02,1.88,0.45,38.09
3,0.04,1.88,0.48,37.56
3,-0.06,1.55,0.23,37.56
3,-0.03,0.37,-0.35,39.86
3,-0.09,0.37,-0.27,39.99
3,-0.03,0.34,-0.27,39.99
3,0.10,1.13,0.21,39.20
3,0.10,1.13,0.51,37.82
3,0.09,1.95,0.51,38.20
3,-0.08,1.34,0.14,38.20
3,-0.08,1.37,-0.39,38.48
3,-0.15,0.18,-0.39,38.33
3,-0.09,0.47,-0.23,38.33
3,-0.09,1.31,0.21,38.89
3,0.08,1.31,0.21,39.83
3,0.07,1.98,0.46,39.83
3,0.07,1.12,0.02,41.31
3,-0.05,1.12,0.03,39.24
3,-0.18,0.12,-0.41,39.24
3,-0.13,0.49,-0.15,38.80
3,-0.01,0.49,-0.18,39.26
3,0.11,1.41,0.32,39.26
3,0.10,2.03,0.53,36.81
3,0.10,2.03,-0.04,39.48
3,-0.07,0.93,-0.04,39.48
3,-0.21,-0.06,-0.45,40.55
3,-0.21,-0.06,-0.12,40.22
3,-0.04,0.62,-0.12,40.02
3,-0.00,1.61,0.33,39.23
3,-0.00,2.04,0.43,36.77
3,0.03,2.04,0.43,37.12
3,-0.08,0.72,-0.14,37.12
3,-0.08,-0.14,-0.43,36.46
3,-0.15,-0.14,-0.43,37.91
3,-0.01,0.75,-0.01,37.91
3,-0.06,1.68,0.43,39.48
3,0.13,1.68,0.41,39.16
3,0.06,1.93,0.41,39.16
3,-0.09,0.65,-0.19,40.11
3,-0.09,0.65,-0.41,40.61
3,-0.19,-0.04,-0.41,40.61
3,-0.07,0.81,-0.01,38.45
3,-0.07,0.84,0.40,37.73
3,0.10,1.77,0.40,38.18
3,-0.02,1.77,0.29,38.97
3,-0.02,1.77,-0.29,38.35
3,-0.09,0.52,-0.29,39.29
3,-0.11,0.07,-0.35,39.29
3,-0.11,0.95,0.11,39.30
3,0.06,0.95,0.11,40.63
3,0.10,1.86,0.50,40.63
3,0.06,1.54,0.25,37.71
3,-0.06,1.54,0.28,40.34
3,-0.09,0.34,-0.34,40.34
3,-0.09,0.32,-0.29,38.77
3,-0.09,0.32,0.15,39.38
3,0.01,1.09,0.15,39.38
3,0.04,1.93,0.45,38.34
3,0.04,1.92,0.13,41.21
3,-0.04,1.36,0.13,41.16
3,-0.13,0.26,-0.37,40.38
3,-0.13,0.30,-0.21,39.04
3,-0.03,0.43,-0.21,38.39
3,0.13,1.27,0.26,37.60
3,0.13,1.96,0.52,39.17
3,0.12,1.96,0.52,38.16
3,-0.03,1.18,0.09,38.16
3,-0.02,0.10,-0.41,37.89
3,-0.21,0.10,-0.39,37.81
3,-0.02,0.52,-0.20,37.81
3,-0.01,1.46,0.26,39.09
3,0.06,1.46,0.46,41.12
3,0.03,2.02,0.46,41.12
3,-0.09,0.96,-0.06,40.34
3,-0.09,0.96,-0.44,38.59
3,-0.19,-0.03,-0.44,39.05
3,0.01,0.63,-0.09,37.48
3,0.01,0.67,0.39,41.28
3,0.10,1.54,0.39,41.10
3,0.06,2.02,0.47,37.97
3,0.06,0.77,-0.12,39.88
3,-0.07,0.77,-0.12,39.09
3,-0.20,-0.14,-0.44,39.09
3,-0.25,0.70,-0.07,39.14
3,-0.06,0.70,-0.13,41.68
3,0.09,1.66,0.37,41.68
3,0.08,1.96,0.38,39.33
3,0.02,1.96,0.43,38.94
3,-0.11,0.64,-0.19,38.94
3,-0.14,-0.12,-0.39,39.13
3,-0.14,-0.12,0.04,42.18
3,0.02,0.81,0.04,42.18
3,0.14,1.75,0.47,39.95
3,0.14,1.79,0.36,37.33
3,0.03,1.79,0.36,36.77
3,-0.09,0.52,-0.26,39.12
3,-0.09,0.13,-0.35,38.76
3,-0.12,0.13,-0.35,38.86
3,-0.09,0.91,0.07,38.86
3,-0.09,1.88,0.44,38.65
3,0.06,1.88,0.44,38.25
3,-0.02,1.60,0.23,38.25
3,-0.02,0.38,-0.34,38.95
3,-0.09,0.38,-0.34,38.43
3,-0.07,0.31,-0.27,38.43
3,0.06,1.04,0.17,39.69
3,0.06,1.04,0.49,38.09
3,0.11,1.89,0.49,38.09
3,-0.05,1.40,0.17,37.89
3,-0.05,1.42,-0.37,36.71
3,-0.16,0.23,-0.37,36.22
3,-0.05,0.42,-0.26,39.36
3,-0.05,0.39,0.19,37.51
3,0.10,1.26,0.19,36.84
3,0.02,1.97,0.48,38.40
3,0.02,1.21,0.07,40.39
3,-0.08,1.21,0.07,40.62
3,-0.17,0.12,-0.41,40.62
3,-0.17,0.50,-0.16,38.35
3,0.02,0.50,-0.17,36.73
3,0.10,1.37,0.33,36.73
3,0.07,2.04,0.53,37.83
3,0.07,2.04,-0.02,37.00
3,-0.05,0.93,-0.02,37.00
3,-0.20,-0.06,-0.41,38.67
3,-0.20,-0.06,-0.13,40.56
3,-0.07,0.59,-0.13,40.03
3,0.00,1.50,0.29,39.25
3,0.00,1.47,0.44,37.40
3,0.07,2.03,0.44,37.28
3,-0.10,0.81,-0.10,39.63
3,-0.10,-0.08,-0.43,38.54
3,-0.18,-0.08,-0.43,38.23
3,0.02,0.74,-0.03,38.23
3,0.02,1.62,0.41,38.08
3,0.12,1.62,0.38,38.93
3,0.07,1.97,0.44,38.93
3,0.08,0.69,-0.18,37.66
3,-0.11,0.69,-0.18,39.49
3,-0.15,-0.08,-0.43,39.49
3,-0.09,0.83,-0.02,40.06
3,-0.09,0.83,0.41,39.11
3,0.09,1.78,0.41,39.11
3,-0.01,1.81,0.31,38.25
3,-0.01,1.76,-0.28,37.55
3,-0.07,0.51,-0.28,37.68
3,-0.11,0.02,-0.36,39.25
3,-0.11,0.89,0.11,39.17
3,0.02,0.89,0.11,37.65
3,0.12,1.84,0.49,37.65
3,0.12,1.59,0.26,41.54
3,-0.03,1.59,0.26,41.75
3,-0.11,0.39,-0.30,41.75
3,-0.11,0.27,-0.31,39.68
3,-0.11,0.27,-0.26,36.62
3,0.04,1.03,0.12,36.62
3,0.04,1.92,0.46,38.47
3,0.04,1.92,0.16,39.31
3,-0.06,1.42,0.16,39.31
3,-0.11,0.31,-0.37,41.12
3,-0.11,0.37,-0.22,37.85
3,-0.02,0.43,-0.22,37.74
3,0.09,1.23,0.26,38.52
3,0.09,1.24,0.52,38.11
3,0.11,1.99,0.52,38.04
3,-0.06,1.21,0.10,38.04
3,-0.06,0.10,-0.41,40.09
3,-0.18,0.10,-0.41,37.55
3,-0.07,0.50,-0.20,37.55
3,-0.10,1.40,0.23,38.14
3,0.03,1.40,0.20,37.32
3,0.06,1.99,0.45,37.32
3,-0.05,1.02,-0.03,38.75
3,-0.05,1.02,-0.43,38.91
3,-0.19,0.04,-0.43,38.91
3,0.00,0.57,-0.11,39.28
3,0.00,0.57,0.36,38.83
3,0.11,1.46,0.36,38.38
3,0.10,2.01,0.51,37.60
3,0.10,2.04,-0.06,37.15
3,-0.11,0.85,-0.06,37.18
3,-0.21,-0.11,-0.44,37.97
3,-0.21,0.71,-0.08,40.30
3,-0.04,0.71,-0.08,40.11
3,0.02,1.67,0.35,40.11
3,0.01,1.99,0.41,36.69
3,0.01,1.99,0.43,38.70
3,-0.07,0.64,-0.20,38.70
3,-0.07,-0.15,-0.40,38.55
3,-0.13,-0.15,0.03,38.46
3,-0.01,0.80,0.03,38.46
3,0.13,1.73,0.46,39.35
3,0.13,1.73,0.36,38.62
3,0.04,1.81,0.36,38.62
3,-0.08,0.55,-0.24,39.40
3,-0.08,0.55,-0.37,37.04
3,-0.16,0.05,-0.37,36.93
3,-0.06,0.88,0.03,40.84
3,-0.06,1.83,0.42,38.78
3,0.08,1.83,0.42,38.35
3,-0.03,1.68,0.25,38.35
3,-0.03,0.47,-0.31,39.27
3,-0.09,0.47,-0.31,38.78
3,-0.08,0.20,-0.31,38.78
3,-0.10,1.06,0.16,39.42
3,0.09,1.06,0.13,38.69
3,0.11,1.89,0.50,38.69
3,-0.06,1.47,0.20,38.64
3,-0.06,1.47,-0.37,37.75
3,-0.12,0.27,-0.37,37.75
3,-0.08,0.42,-0.25,38.30
3,-0.08,0.42,0.18,39.03
3,0.07,1.23,0.18,38.56
3,0.05,1.94,0.46,38.56
3,0.05,1.93,0.07,39.11
3,-0.05,1.25,0.07,39.45
3,-0.15,0.15,-0.39,39.45
3,-0.15,0.45,-0.17,39.49
4,0.02,1.51,0.30,39.91
4,0.02,1.51,0.48,37.72
4,0.04,2.04,0.48,37.88
4,-0.10,0.87,-0.09,37.88
4,-0.10,0.84,-0.44,37.86
4,-0.18,-0.10,-0.44,38.31
4,0.00,0.69,-0.05,37.53
4,0.00,1.60,0.41,38.91
4,0.10,1.60,0.41,38.53
4,0.05,2.02,0.45,38.53
4,0.04,0.70,-0.18,40.12
4,-0.08,0.70,-0.17,38.66
4,-0.20,-0.10,-0.42,38.66
4,-0.19,0.77,-0.04,38.04
4,-0.07,0.77,0.39,41.40
4,0.08,1.72,0.39,41.40
4,0.02,1.88,0.35,39.37
4,0.02,1.88,-0.24,39.60
4,-0.10,0.56,-0.24,39.60
4,-0.11,-0.06,-0.39,38.64
4,-0.11,-0.03,0.09,38.68
4,0.02,0.85,0.09,38.82
4,0.15,1.79,0.49,40.39
4,0.15,1.69,0.31,41.91
4,-0.01,1.69,0.31,39.94
4,-0.09,0.45,-0.31,39.94
4,-0.09,0.23,-0.33,37.59
4,-0.09,0.23,-0.33,39.12
4,-0.04,1.00,0.11,39.12
4,-0.04,1.93,0.45,38.08
4,0.03,1.93,0.44,37.69
4,-0.03,1.46,0.19,37.69
4,-0.10,0.33,-0.36,38.35
4,-0.10,0.33,-0.24,40.84
4,-0.05,0.40,-0.24,40.84
4,0.10,1.18,0.24,39.08
4,0.10,1.15,0.51,40.80
4,0.10,1.96,0.51,40.82
4,-0.05,1.28,0.11,39.25
